,price(£),mileage(mi),door_count,body_style,engine_size(cc),transmission,year,brand,model
1533,1995,109540.0,5.0,MPV,1997.0,Automatic,2008.0,Citroen,C4
1534,10699,20512.0,5.0,MPV,1500.0,Manual,2016.0,Ford,C-Max
1535,13490,4348.0,5.0,MPV,1199.0,Manual,2019.0,Citroen,C3
1536,9500,22040.0,5.0,MPV,1500.0,Automatic,2016.0,Ford,Grand
1537,33995,37140.0,5.0,MPV,1968.0,Automatic,2017.0,Volkswagen,Caravelle
1538,2295,88936.0,5.0,MPV,1596.0,Manual,2007.0,Ford,C-Max
1539,1990,97000.0,5.0,MPV,1910.0,Automatic,2007.0,Vauxhall,Zafira
1540,6995,79500.0,5.0,MPV,3500.0,Automatic,2005.0,Nissan,Elgrand
1541,8295,40000.0,5.0,MPV,1997.0,Automatic,2014.0,Ford,C-Max
1542,4450,72000.0,5.0,MPV,1997.0,Manual,2007.0,Ford,S-Max
1543,4999,24500.0,5.0,MPV,1598.0,Automatic,2010.0,Nissan,Note
1544,3440,71483.0,5.0,MPV,1386.0,Manual,2012.0,Nissan,Note
1545,2295,88000.0,5.0,MPV,1600.0,Manual,2008.0,Vauxhall,Zafira
1546,18495,4000.0,5.0,MPV,1560.0,Manual,2019.0,Peugeot,Partner
1547,2999,80000.0,5.0,MPV,1997.0,Automatic,2007.0,Citroen,C4
1548,1899,92173.0,5.0,MPV,1598.0,Manual,2010.0,Vauxhall,Zafira
1549,15995,8244.0,5.0,MPV,1499.0,Manual,2019.0,Vauxhall,Combo
1550,12299,7391.0,5.0,MPV,1364.0,Automatic,2016.0,Vauxhall,Zafira
1551,10695,27162.0,5.0,MPV,1364.0,Manual,2016.0,Vauxhall,Zafira
1552,7990,51000.0,5.0,MPV,1560.0,Automatic,2014.0,Citroen,C4
1553,1190,130000.0,5.0,MPV,1596.0,Manual,2007.0,Ford,C-Max
1554,16990,37000.0,5.0,MPV,1997.0,Manual,2016.0,Ford,Galaxy
1555,10000,29370.0,5.0,MPV,1364.0,Manual,2015.0,Vauxhall,Zafira
1556,990,97000.0,5.0,MPV,1998.0,Automatic,2006.0,Renault,Grand
1557,11160,19805.0,5.0,MPV,1364.0,Manual,2017.0,Vauxhall,Zafira
1558,5995,77876.0,5.0,MPV,2400.0,Automatic,2005.0,Toyota,Alphard
1559,6800,47592.0,5.0,MPV,1560.0,Automatic,2013.0,Citroen,C4
1560,17999,10172.0,5.0,MPV,1997.0,Automatic,2017.0,Ford,S-Max
1561,9990,69711.0,5.0,MPV,1997.0,Manual,2014.0,Ford,S-Max
1562,4250,80173.0,5.0,MPV,1560.0,Manual,2013.0,Ford,C-Max
1563,13495,8235.0,5.0,MPV,1200.0,Automatic,2017.0,Citroen,C3
1564,7245,46510.0,5.0,MPV,999.0,Manual,2015.0,Ford,B-MAX
1565,2450,73413.0,5.0,MPV,1386.0,Manual,2009.0,Nissan,Note
1566,2975,135500.0,5.0,MPV,1997.0,Manual,2006.0,Ford,S-Max
1567,14170,4016.0,5.0,MPV,999.0,Manual,2019.0,Ford,Grand
1568,4395,94272.0,5.0,MPV,1560.0,Manual,2011.0,Citroen,Berlingo
1569,2395,112000.0,5.0,MPV,1686.0,Automatic,2011.0,Vauxhall,Meriva
1570,5995,59000.0,5.0,MPV,1997.0,Manual,2010.0,Ford,S-Max
1571,2999,90000.0,5.0,MPV,1798.0,Manual,2010.0,Mazda,5
1572,6395,30000.0,5.0,MPV,1596.0,Manual,2012.0,Ford,B-MAX
1573,4750,72141.0,5.0,MPV,1560.0,Automatic,2013.0,Peugeot,Partner
1574,4995,36000.0,5.0,MPV,1396.0,Manual,2012.0,Kia,Venga
1575,6495,52068.0,5.0,MPV,1560.0,Manual,2016.0,Citroen,C3
1577,4480,61500.0,5.0,MPV,1461.0,Manual,2011.0,Renault,Grand
1578,10000,28769.0,5.0,MPV,1560.0,Manual,2015.0,Citroen,C4
1579,18998,10.0,5.0,MPV,1499.0,Automatic,2020.0,Citroen,Berlingo
