,price(£),mileage(mi),door_count,body_style,engine_size(cc),transmission,year,brand,model
48,14899,43480.0,4.0,Saloon,1999.0,Automatic,2016.0,Jaguar,XF
49,8500,60873.0,4.0,Saloon,2987.0,Automatic,2009.0,Mercedes-Benz,E
50,24620,6123.0,4.0,Saloon,1991.0,Manual,2019.0,Mercedes-Benz,C
51,15990,36840.0,4.0,Saloon,1998.0,Automatic,2016.0,BMW,3
52,11000,74421.0,4.0,Saloon,1968.0,Automatic,2012.0,Audi,A6
53,18498,20618.0,4.0,Saloon,2143.0,Automatic,2017.0,Mercedes-Benz,C
54,25990,3752.0,4.0,Saloon,1968.0,Automatic,2019.0,Audi,A4
55,12975,19000.0,4.0,Saloon,1991.0,Automatic,2015.0,Infiniti,Q50
56,19798,28341.0,4.0,Saloon,1991.0,Automatic,2016.0,Mercedes-Benz,C
57,1695,106000.0,4.0,Saloon,1796.0,Manual,2004.0,BMW,3
58,8999,88107.0,4.0,Saloon,2143.0,Automatic,2012.0,Mercedes-Benz,C
59,8695,62000.0,4.0,Saloon,1984.0,Manual,2014.0,Volvo,S60
60,16361,10551.0,4.0,Saloon,1598.0,Automatic,2019.0,Kia,Optima
61,10000,64150.0,4.0,Saloon,2179.0,Automatic,2013.0,Jaguar,XF
62,11998,51394.0,4.0,Saloon,1968.0,Manual,2015.0,Volkswagen,Passat
63,22000,24449.0,4.0,Saloon,1995.0,Automatic,2017.0,BMW,5
64,5490,71000.0,4.0,Saloon,1796.0,Automatic,2008.0,Mercedes-Benz,C
65,27280,9554.0,4.0,Saloon,2993.0,Automatic,2019.0,BMW,3
66,10999,51000.0,4.0,Saloon,1995.0,Manual,2016.0,BMW,3
67,16250,63462.0,4.0,Saloon,2967.0,Automatic,2017.0,Audi,A4
68,17998,9678.0,4.0,Saloon,1395.0,Manual,2017.0,Audi,A4
70,10000,85860.0,4.0,Saloon,1995.0,Manual,2016.0,BMW,5
71,39990,3295.0,4.0,Saloon,2967.0,Automatic,2019.0,Audi,S4
72,30100,4877.0,4.0,Saloon,1950.0,Manual,2019.0,Mercedes-Benz,E
73,2499,133500.0,4.0,Saloon,2720.0,Automatic,2006.0,Jaguar,S-Type
74,40440,20189.0,4.0,Saloon,2979.0,Automatic,2018.0,BMW,M3
75,3995,108075.0,4.0,Saloon,2993.0,Automatic,2009.0,BMW,5
76,26000,52200.0,4.0,Saloon,5513.0,Automatic,2009.0,Mercedes-Benz,S
78,18500,26937.0,4.0,Saloon,1995.0,Automatic,2018.0,BMW,3
79,14600,46299.0,4.0,Saloon,2143.0,Automatic,2016.0,Mercedes-Benz,C
80,15800,39637.0,4.0,Saloon,1999.0,Automatic,2016.0,Jaguar,XE
81,19998,26711.0,4.0,Saloon,2993.0,Automatic,2016.0,BMW,3
82,10449,54134.0,4.0,Saloon,1995.0,Manual,2014.0,BMW,3
83,15340,32380.0,4.0,Saloon,1598.0,Automatic,2017.0,Mercedes-Benz,C
84,16999,18219.0,4.0,Saloon,1968.0,Manual,2017.0,Audi,A4
86,17298,13972.0,4.0,Saloon,1395.0,Manual,2018.0,Audi,A4
87,14100,27953.0,4.0,Saloon,1999.0,Manual,2016.0,Jaguar,XE
89,24680,2877.0,4.0,Saloon,2000.0,Automatic,2019.0,Audi,A4
90,5999,74950.0,4.0,Saloon,1598.0,Manual,2013.0,Volkswagen,Passat
91,20490,33000.0,4.0,Saloon,1995.0,Automatic,2017.0,BMW,5
92,20999,6377.0,4.0,Saloon,1998.0,Automatic,2017.0,BMW,3
93,14980,46077.0,4.0,Saloon,2993.0,Automatic,2015.0,BMW,7
94,6995,82300.0,4.0,Saloon,1995.0,Manual,2009.0,BMW,5
95,5000,70000.0,4.0,Saloon,1998.0,Manual,2014.0,Toyota,Avensis
96,8000,91000.0,4.0,Saloon,1968.0,Manual,2015.0,Volkswagen,Passat
97,13950,21000.0,4.0,Saloon,1991.0,Manual,2017.0,Mercedes-Benz,C
98,15000,60300.0,4.0,Saloon,2993.0,Automatic,2012.0,BMW,5
99,19995,9298.0,4.0,Saloon,2000.0,Automatic,2017.0,Alfa-Romeo,Giulia
100,18248,18327.0,4.0,Saloon,1999.0,Automatic,2017.0,Jaguar,XF
101,7975,95000.0,4.0,Saloon,2993.0,Automatic,2013.0,Jaguar,XF
102,19599,26233.0,4.0,Saloon,2000.0,Automatic,2016.0,Mercedes-Benz,E
103,16500,40786.0,4.0,Saloon,1598.0,Automatic,2015.0,Mercedes-Benz,C
104,14490,47000.0,4.0,Saloon,1995.0,Automatic,2016.0,BMW,5
105,33600,3000.0,4.0,Saloon,1597.0,Automatic,2019.0,Mercedes-Benz,C
106,25499,14979.0,4.0,Saloon,2993.0,Automatic,2017.0,BMW,7
107,4295,78000.0,4.0,Saloon,1560.0,Manual,2011.0,Volvo,S40
108,24950,58000.0,4.0,Saloon,6208.0,Automatic,2012.0,Mercedes-Benz,C
109,23850,9500.0,4.0,Saloon,1984.0,Manual,2019.0,Audi,A4
110,14495,11000.0,4.0,Saloon,1999.0,Automatic,2016.0,Jaguar,XF
111,24207,25691.0,4.0,Saloon,2998.0,Automatic,2016.0,BMW,7
112,1795,125000.0,4.0,Saloon,2231.0,Manual,2008.0,Lexus,IS
113,11449,62526.0,4.0,Saloon,1968.0,Automatic,2016.0,Volkswagen,Passat
115,14990,61000.0,4.0,Saloon,2993.0,Automatic,2015.0,BMW,3
116,10350,25525.0,4.0,Saloon,1595.0,Automatic,2013.0,Mercedes-Benz,C
117,14750,28612.0,4.0,Saloon,2143.0,Automatic,2016.0,Mercedes-Benz,C
118,3495,105585.0,4.0,Saloon,2996.0,Automatic,2005.0,BMW,3
119,24340,24159.0,4.0,Saloon,2993.0,Automatic,2017.0,BMW,5
120,14498,14915.0,4.0,Saloon,1998.0,Manual,2017.0,BMW,3
121,4995,87000.0,4.0,Saloon,1968.0,Manual,2009.0,Audi,A4
122,52500,4491.0,4.0,Saloon,2993.0,Automatic,2019.0,BMW,7
123,16499,24000.0,4.0,Saloon,1995.0,Automatic,2015.0,BMW,3
124,17499,21452.0,4.0,Saloon,1999.0,Automatic,2017.0,Jaguar,XE
125,11340,58000.0,4.0,Saloon,1968.0,Automatic,2015.0,Audi,A4
126,26390,3721.0,4.0,Saloon,2000.0,Manual,2019.0,BMW,3
127,16325,56561.0,4.0,Saloon,2993.0,Automatic,2015.0,BMW,3
128,13295,86910.0,4.0,Saloon,1968.0,Automatic,2016.0,Audi,A4
129,18000,34839.0,4.0,Saloon,1991.0,Automatic,2017.0,Mercedes-Benz,C
130,13990,19480.0,4.0,Saloon,1395.0,Manual,2017.0,Audi,A4
132,16440,69499.0,4.0,Saloon,2100.0,Automatic,2017.0,Mercedes-Benz,C
133,4990,109996.0,4.0,Saloon,1995.0,Manual,2009.0,BMW,5
134,11950,45000.0,4.0,Saloon,1995.0,Automatic,2015.0,BMW,3
135,17779,18944.0,4.0,Saloon,2500.0,Automatic,2017.0,Lexus,IS
136,11980,42200.0,4.0,Saloon,1999.0,Automatic,2015.0,Jaguar,XE
137,23998,63383.0,4.0,Saloon,2967.0,Automatic,2017.0,Audi,A6
138,51500,27300.0,4.0,Saloon,3982.0,Automatic,2017.0,Mercedes-Benz,E
139,20450,16367.0,4.0,Saloon,2000.0,Automatic,2017.0,Mercedes-Benz,E
140,14500,52000.0,4.0,Saloon,2143.0,Automatic,2015.0,Mercedes-Benz,C
141,7495,105000.0,4.0,Saloon,1995.0,Manual,2012.0,BMW,5
142,16000,18992.0,4.0,Saloon,1600.0,Automatic,2018.0,Volkswagen,Passat
143,2990,95000.0,4.0,Saloon,1984.0,Manual,2005.0,Audi,A4
144,19249,25501.0,4.0,Saloon,1995.0,Automatic,2017.0,BMW,3
145,5990,97000.0,4.0,Saloon,2199.0,Automatic,2011.0,Honda,Accord
146,12690,59000.0,4.0,Saloon,1995.0,Manual,2017.0,BMW,3
147,22995,14444.0,4.0,Saloon,1984.0,Automatic,2018.0,Audi,A4
148,23995,56000.0,4.0,Saloon,4395.0,Automatic,2015.0,BMW,M5
150,12950,63576.0,4.0,Saloon,2993.0,Automatic,2014.0,BMW,3
151,27690,2101.0,4.0,Saloon,1969.0,Automatic,2019.0,Volvo,S60
152,8549,80376.0,4.0,Saloon,1968.0,Manual,2011.0,Audi,A4
153,10990,80100.0,4.0,Saloon,2143.0,Automatic,2013.0,Mercedes-Benz,E
154,15745,24579.0,4.0,Saloon,2143.0,Manual,2016.0,Mercedes-Benz,E
155,4995,65000.0,4.0,Saloon,2792.0,Automatic,2009.0,Vauxhall,Insignia
156,19995,34167.0,4.0,Saloon,2000.0,Automatic,2017.0,Mercedes-Benz,E
157,3995,100000.0,4.0,Saloon,1995.0,Manual,2009.0,BMW,3
158,5495,72000.0,4.0,Saloon,2987.0,Automatic,2010.0,Chrysler,300C
159,16300,32613.0,4.0,Saloon,1991.0,Automatic,2014.0,Mercedes-Benz,C
160,15498,57123.0,4.0,Saloon,1968.0,Automatic,2015.0,Audi,A6
161,18999,27977.0,4.0,Saloon,1950.0,Automatic,2017.0,Mercedes-Benz,E
162,13490,11102.0,4.0,Saloon,1999.0,Manual,2016.0,Jaguar,XE
163,39599,2857.0,4.0,Saloon,2925.0,Automatic,2019.0,Mercedes-Benz,CLS
164,3995,55000.0,4.0,Saloon,1995.0,Automatic,2006.0,BMW,3
165,8455,104989.0,4.0,Saloon,2143.0,Automatic,2014.0,Mercedes-Benz,C
166,29490,5602.0,4.0,Saloon,1969.0,Manual,2019.0,Volvo,S90
167,18650,24000.0,5.0,Saloon,1598.0,Manual,2017.0,Audi,Q2
168,6790,65900.0,4.0,Saloon,2143.0,Automatic,2012.0,Mercedes-Benz,C
169,39480,3341.0,4.0,Saloon,2925.0,Manual,2019.0,Mercedes-Benz,E
170,5990,59158.0,4.0,Saloon,1968.0,Manual,2008.0,Audi,A6
171,12990,28287.0,4.0,Saloon,1995.0,Manual,2016.0,BMW,3
172,44980,11735.0,4.0,Saloon,2925.0,Manual,2019.0,Mercedes-Benz,S
173,6995,89000.0,4.0,Saloon,2000.0,Automatic,2011.0,BMW,5
174,19475,23094.0,4.0,Saloon,1968.0,Manual,2016.0,Audi,A6
175,9995,105000.0,4.0,Saloon,2967.0,Automatic,2011.0,Audi,A8
176,26000,25691.0,4.0,Saloon,2967.0,Automatic,2016.0,Audi,A8
177,19000,3116.0,4.0,Saloon,2143.0,Automatic,2018.0,Mercedes-Benz,CLA
179,9995,73000.0,4.0,Saloon,2143.0,Automatic,2013.0,Mercedes-Benz,C
180,5995,28108.0,5.0,Saloon,898.0,Manual,2017.0,Smart,Forfour
181,17495,25108.0,4.0,Saloon,3000.0,Automatic,2013.0,BMW,3
182,17149,28801.0,4.0,Saloon,1968.0,Automatic,2016.0,Audi,A6
183,2495,128000.0,4.0,Saloon,1968.0,Manual,2007.0,Audi,A4
185,19998,38508.0,4.0,Saloon,2143.0,Automatic,2018.0,Mercedes-Benz,C
186,8499,70212.0,4.0,Saloon,2993.0,Automatic,2011.0,BMW,3
187,33480,3600.0,4.0,Saloon,2494.0,Manual,2019.0,Lexus,LS
188,53995,1263.0,4.0,Saloon,2925.0,Automatic,2019.0,Mercedes-Benz,S
189,23480,30700.0,4.0,Saloon,2987.0,Automatic,2015.0,Mercedes-Benz,S
190,14999,28290.0,4.0,Saloon,2143.0,Automatic,2014.0,Mercedes-Benz,C
191,9791,65000.0,4.0,Saloon,2143.0,Automatic,2012.0,Mercedes-Benz,C
192,23325,11861.0,4.0,Saloon,1969.0,Manual,2018.0,Volvo,S90
193,12995,68000.0,4.0,Saloon,2179.0,Automatic,2012.0,Jaguar,XF
194,14290,103521.0,4.0,Saloon,2143.0,Automatic,2014.0,Mercedes-Benz,C
195,18999,9907.0,4.0,Saloon,2000.0,Automatic,2019.0,Volkswagen,Passat
196,19980,16624.0,4.0,Saloon,2143.0,Manual,2017.0,Mercedes-Benz,C
197,13450,58000.0,4.0,Saloon,1999.0,Automatic,2016.0,Jaguar,XE
198,6000,42000.0,4.0,Saloon,2148.0,Automatic,2009.0,Mercedes-Benz,C
199,995,193000.0,4.0,Saloon,1968.0,Manual,2005.0,Volkswagen,Passat
200,24146,4034.0,4.0,Saloon,2143.0,Manual,2018.0,Mercedes-Benz,C
201,8999,56751.0,4.0,Saloon,1598.0,Manual,2016.0,Volkswagen,Passat
202,23589,5979.0,4.0,Saloon,2488.0,Automatic,2019.0,Mazda,6
203,19498,11588.0,4.0,Saloon,1984.0,Manual,2019.0,Audi,A4
204,24998,13478.0,4.0,Saloon,1497.0,Automatic,2019.0,Mercedes-Benz,C
205,16998,32460.0,4.0,Saloon,1999.0,Automatic,2017.0,Jaguar,XE
206,12695,50342.0,4.0,Saloon,2191.0,Manual,2017.0,Mazda,6
207,19888,15000.0,5.0,Saloon,1395.0,Automatic,2017.0,Audi,Q2
208,29540,7212.0,4.0,Saloon,1995.0,Automatic,2019.0,BMW,3
209,15999,19907.0,4.0,Saloon,1968.0,Manual,2016.0,Audi,A4
210,21750,17026.0,4.0,Saloon,2993.0,Automatic,2016.0,Jaguar,XF
211,12491,48000.0,4.0,Saloon,1995.0,Automatic,2014.0,BMW,3
212,16198,41974.0,4.0,Saloon,2143.0,Manual,2016.0,Mercedes-Benz,C
213,14999,13112.0,4.0,Saloon,1998.0,Manual,2017.0,Mazda,6
214,13498,78545.0,4.0,Saloon,1968.0,Automatic,2016.0,Audi,A6
215,9495,88258.0,4.0,Saloon,1994.0,Manual,2003.0,Subaru,Impreza
216,15199,40217.0,4.0,Saloon,1998.0,Automatic,2016.0,BMW,3
217,11280,55465.0,4.0,Saloon,1995.0,Automatic,2013.0,BMW,5
218,2295,79900.0,4.0,Saloon,1998.0,Manual,2007.0,Jaguar,X-Type
219,2999,31000.0,4.0,Saloon,1997.0,Automatic,2000.0,Honda,Accord
220,19995,31952.0,5.0,Saloon,1968.0,Automatic,2017.0,Audi,Q2
221,10675,12722.0,4.0,Saloon,1998.0,Manual,2016.0,Mazda,6
222,15500,32000.0,4.0,Saloon,2993.0,Automatic,2014.0,BMW,5
223,11000,68816.0,4.0,Saloon,2143.0,Automatic,2014.0,Mercedes-Benz,E
224,4995,168500.0,4.0,Saloon,2143.0,Automatic,2013.0,Mercedes-Benz,E
225,24990,4775.0,4.0,Saloon,1999.0,Automatic,2019.0,Jaguar,XF
226,2750,117000.0,4.0,Saloon,1910.0,Manual,2008.0,Alfa-Romeo,159
227,20990,25000.0,4.0,Saloon,1950.0,Automatic,2017.0,Mercedes-Benz,E
228,13392,102000.0,4.0,Saloon,2143.0,Automatic,2017.0,Mercedes-Benz,C
230,31600,3000.0,4.0,Saloon,1950.0,Manual,2019.0,Mercedes-Benz,C
231,22890,9250.0,4.0,Saloon,1500.0,Automatic,2018.0,Mercedes-Benz,C
232,10990,96000.0,4.0,Saloon,1995.0,Automatic,2015.0,BMW,5
233,6495,92000.0,4.0,Saloon,1968.0,Automatic,2012.0,Volkswagen,CC
234,1490,135000.0,4.0,Saloon,1968.0,Manual,2005.0,Volkswagen,Passat
236,16999,4798.0,4.0,Saloon,1498.0,Automatic,2019.0,Volkswagen,Passat
237,9990,74000.0,4.0,Saloon,2993.0,Automatic,2010.0,BMW,5
238,12995,105000.0,4.0,Saloon,2993.0,Manual,2013.0,BMW,3
239,19749,17011.0,4.0,Saloon,1995.0,Automatic,2017.0,BMW,3
240,13999,17010.0,4.0,Saloon,2143.0,Manual,2015.0,Mercedes-Benz,C
241,19498,21822.0,4.0,Saloon,1968.0,Automatic,2017.0,Audi,A6
242,23998,20129.0,4.0,Saloon,2143.0,Automatic,2018.0,Mercedes-Benz,C
243,18990,22905.0,4.0,Saloon,1999.0,Automatic,2017.0,Jaguar,XF
244,49495,6606.0,4.0,Saloon,2967.0,Automatic,2019.0,Audi,A6
245,22625,12893.0,4.0,Saloon,1995.0,Automatic,2018.0,BMW,5
246,8587,83009.0,4.0,Saloon,1968.0,Manual,2015.0,Volkswagen,CC
247,17850,13994.0,4.0,Saloon,1999.0,Automatic,2015.0,Jaguar,XE
248,8995,48735.0,4.0,Saloon,1685.0,Manual,2016.0,Hyundai,I40
249,8470,97000.0,4.0,Saloon,1995.0,Automatic,2012.0,BMW,3
250,2495,173000.0,4.0,Saloon,2967.0,Automatic,2003.0,Jaguar,XJ
251,11495,80800.0,4.0,Saloon,1995.0,Manual,2014.0,BMW,3
252,12750,31500.0,4.0,Saloon,2993.0,Automatic,2012.0,Jaguar,XF
253,9198,71069.0,4.0,Saloon,2179.0,Automatic,2012.0,Jaguar,XF
254,16990,51000.0,4.0,Saloon,2457.0,Manual,2014.0,Subaru,WRX
255,19290,12804.0,4.0,Saloon,1500.0,Automatic,2019.0,Volkswagen,Passat
256,16490,39320.0,4.0,Saloon,1995.0,Automatic,2015.0,BMW,3
257,8000,96831.0,4.0,Saloon,2143.0,Automatic,2013.0,Mercedes-Benz,E
258,17230,33538.0,4.0,Saloon,1991.0,Automatic,2017.0,Mercedes-Benz,C
259,114950,13800.0,4.0,Saloon,6592.0,Automatic,2012.0,Rolls-Royce,Ghost
260,8490,118566.0,4.0,Saloon,1968.0,Automatic,2016.0,Volkswagen,CC
261,14790,36499.0,4.0,Saloon,2967.0,Automatic,2013.0,Audi,A8
262,22745,4211.0,4.0,Saloon,2000.0,Automatic,2019.0,Audi,A3
263,16999,17019.0,4.0,Saloon,1968.0,Manual,2016.0,Audi,A4
264,35290,99.0,4.0,Saloon,1950.0,Automatic,2020.0,Mercedes-Benz,C
265,27500,14212.0,5.0,Saloon,3000.0,Automatic,2018.0,Jaguar,XF
266,1891,96000.0,4.0,Saloon,1596.0,Manual,2008.0,Volvo,S40
267,7985,80000.0,4.0,Saloon,1595.0,Automatic,2014.0,Mercedes-Benz,C
268,19999,20185.0,4.0,Saloon,1968.0,Manual,2018.0,Audi,A4
269,2690,109000.0,4.0,Saloon,1796.0,Automatic,2005.0,Mercedes-Benz,C
270,36300,4321.0,4.0,Saloon,3000.0,Automatic,2018.0,Audi,A8
271,1999,59982.0,4.0,Saloon,1598.0,Manual,2004.0,Volkswagen,Bora
272,17500,31000.0,4.0,Saloon,2993.0,Automatic,2014.0,BMW,5
273,28980,13504.0,4.0,Saloon,1950.0,Manual,2019.0,Mercedes-Benz,E
274,37000,1255.0,4.0,Saloon,2000.0,Automatic,2020.0,Jaguar,XE
275,1999,141000.0,4.0,Saloon,1998.0,Manual,2008.0,Jaguar,X-Type
276,62600,300.0,4.0,Saloon,2999.0,Manual,2019.0,Mercedes-Benz,CLS
277,13500,61425.0,4.0,Saloon,1995.0,Automatic,2016.0,BMW,5
279,15999,15000.0,4.0,Saloon,1598.0,Automatic,2016.0,Mercedes-Benz,C
280,25695,6404.0,4.0,Saloon,1998.0,Automatic,2019.0,BMW,3
281,8998,52972.0,4.0,Saloon,2987.0,Automatic,2009.0,Mercedes-Benz,S
282,10990,61133.0,4.0,Saloon,1598.0,Automatic,2015.0,Audi,A3
284,4495,101000.0,4.0,Saloon,2000.0,Automatic,2010.0,BMW,3
285,995,95333.0,4.0,Saloon,1560.0,Manual,2009.0,Citroen,C5
286,9995,68000.0,4.0,Saloon,1995.0,Manual,2013.0,BMW,5
288,29489,19215.0,4.0,Saloon,2993.0,Automatic,2017.0,BMW,7
289,17495,16583.0,4.0,Saloon,2000.0,Automatic,2017.0,Audi,A6
290,15300,28520.0,4.0,Saloon,1968.0,Automatic,2016.0,Volkswagen,Passat
292,10995,106000.0,4.0,Saloon,1999.0,Manual,2017.0,Jaguar,XE
293,2399,135719.0,4.0,Saloon,1968.0,Manual,2007.0,Volkswagen,Passat
294,14950,34534.0,4.0,Saloon,1995.0,Manual,2017.0,BMW,3
295,15750,10897.0,4.0,Saloon,1400.0,Automatic,2016.0,Audi,A3
296,16491,56669.0,4.0,Saloon,1999.0,Automatic,2017.0,Jaguar,XF
298,16950,45000.0,4.0,Saloon,2987.0,Automatic,2015.0,Mercedes-Benz,E
299,10950,32706.0,4.0,Saloon,1998.0,Automatic,2016.0,Mazda,6
301,19495,46000.0,4.0,Saloon,2987.0,Automatic,2009.0,Mercedes-Benz,S
302,43990,3008.0,4.0,Saloon,2967.0,Automatic,2020.0,Audi,A4
303,11995,69000.0,4.0,Saloon,2143.0,Automatic,2014.0,Mercedes-Benz,E
304,89900,2217.0,4.0,Saloon,4395.0,Manual,2019.0,BMW,M5
305,28990,14952.0,4.0,Saloon,2979.0,Automatic,2016.0,Maserati,Ghibli
306,10900,54331.0,4.0,Saloon,2179.0,Automatic,2013.0,Jaguar,XF
307,24357,15274.0,4.0,Saloon,1950.0,Automatic,2019.0,Mercedes-Benz,C
309,27820,3750.0,4.0,Saloon,2000.0,Automatic,2019.0,Volvo,S90
310,22999,9697.0,4.0,Saloon,1995.0,Automatic,2018.0,BMW,5
311,19900,14304.0,4.0,Saloon,1500.0,Automatic,2019.0,Mercedes-Benz,C
312,9495,59595.0,4.0,Saloon,1968.0,Manual,2014.0,Audi,A4
313,5750,178000.0,4.0,Saloon,1968.0,Manual,2013.0,Audi,A6
314,15490,59357.0,4.0,Saloon,1968.0,Automatic,2016.0,Audi,A4
315,59950,30187.0,4.0,Saloon,3993.0,Automatic,2015.0,Bentley,Flying
316,8810,50000.0,4.0,Saloon,1595.0,Automatic,2012.0,Mercedes-Benz,C
317,3999,132090.0,4.0,Saloon,1968.0,Manual,2009.0,Seat,Exeo
318,13991,38953.0,4.0,Saloon,1999.0,Automatic,2016.0,Jaguar,XE
319,17995,45511.0,4.0,Saloon,1999.0,Automatic,2017.0,Jaguar,XF
320,995,109000.0,4.0,Saloon,1796.0,Manual,2004.0,Mercedes-Benz,C
321,15990,26957.0,4.0,Saloon,1598.0,Automatic,2016.0,Mercedes-Benz,C
322,8495,62049.0,4.0,Saloon,1968.0,Manual,2013.0,Audi,A4
323,38900,7143.0,4.0,Saloon,1950.0,Automatic,2019.0,Mercedes-Benz,E
324,21998,19249.0,4.0,Saloon,1950.0,Automatic,2017.0,Mercedes-Benz,E
325,19990,34780.0,4.0,Saloon,2143.0,Automatic,2017.0,Mercedes-Benz,C
326,17500,55364.0,4.0,Saloon,2967.0,Automatic,2014.0,Audi,A8
327,26310,4768.0,4.0,Saloon,1999.0,Automatic,2019.0,Jaguar,XE
328,14500,51740.0,4.0,Saloon,1968.0,Automatic,2014.0,Audi,A6
329,15799,33103.0,4.0,Saloon,1998.0,Automatic,2016.0,BMW,3
330,20999,34466.0,4.0,Saloon,1995.0,Automatic,2017.0,BMW,5
331,17591,40275.0,4.0,Saloon,2967.0,Automatic,2015.0,Audi,A8
333,18599,26655.0,4.0,Saloon,1991.0,Automatic,2016.0,Mercedes-Benz,C
334,19990,80000.0,4.0,Saloon,5000.0,Automatic,2012.0,Jaguar,XF
336,44995,22200.0,5.0,Saloon,5900.0,Automatic,2011.0,Aston-Martin,Rapide
337,19998,11085.0,4.0,Saloon,1950.0,Automatic,2016.0,Mercedes-Benz,E
338,13999,59199.0,4.0,Saloon,2143.0,Automatic,2015.0,Mercedes-Benz,C
339,13880,50676.0,4.0,Saloon,1999.0,Automatic,2016.0,Jaguar,XE
340,11998,46845.0,4.0,Saloon,1968.0,Manual,2015.0,Volkswagen,Passat
341,3499,141000.0,4.0,Saloon,2720.0,Automatic,2009.0,Jaguar,XF
342,12999,80562.0,4.0,Saloon,2993.0,Automatic,2016.0,BMW,5
343,14999,30598.0,4.0,Saloon,1968.0,Manual,2016.0,Audi,A4
344,19999,7063.0,4.0,Saloon,2191.0,Automatic,2018.0,Mazda,6
345,18600,22989.0,4.0,Saloon,1999.0,Automatic,2017.0,Jaguar,XF
346,14998,44905.0,4.0,Saloon,1999.0,Automatic,2016.0,Jaguar,XF
347,15701,47070.0,4.0,Saloon,1995.0,Automatic,2017.0,BMW,3
348,19640,37206.0,4.0,Saloon,3993.0,Automatic,2013.0,Audi,A8
350,10590,123000.0,4.0,Saloon,1995.0,Automatic,2016.0,BMW,5
