,price(£),mileage(mi),door_count,body_style,engine_size(cc),transmission,year,brand,model,luxury_brand,brand_new,old,sports_car
4949,12000,14927.0,5.0,Hatchback,1000.0,Manual,2018.0,Ford,Fiesta,0,0,0,0
4950,9895,43268.0,5.0,Hatchback,1197.0,Manual,2017.0,Volkswagen,Polo,0,0,0,0
4951,4800,37000.0,3.0,Hatchback,999.0,Manual,2015.0,Seat,Mii,0,0,0,0
4952,7799,32204.0,5.0,Hatchback,1000.0,Manual,2016.0,Vauxhall,Astra,0,0,0,0
4953,995,99000.0,5.0,Hatchback,1360.0,Manual,2007.0,Peugeot,207,0,0,0,0
4954,9349,45634.0,5.0,Hatchback,1598.0,Automatic,2014.0,Volkswagen,Golf,0,0,0,0
4955,2495,92562.0,5.0,Hatchback,1753.0,Manual,2008.0,Ford,Focus,0,0,0,0
4956,10000,39830.0,5.0,Hatchback,2000.0,Automatic,2015.0,Ford,Focus,0,0,0,0
4957,13698,28589.0,5.0,Hatchback,2143.0,Automatic,2016.0,Mercedes-Benz,B,1,0,0,0
4958,7990,19760.0,5.0,Hatchback,999.0,Manual,2015.0,Ford,Fiesta,0,0,0,0
4959,12699,16000.0,5.0,Hatchback,1598.0,Manual,2018.0,Vauxhall,Mokka,0,0,0,0
4960,10990,36000.0,5.0,Hatchback,1968.0,Manual,2016.0,Audi,A3,1,0,0,0
4961,4895,87080.0,5.0,Hatchback,1686.0,Manual,2013.0,Vauxhall,Mokka,0,0,0,0
4962,1895,115206.0,5.0,Hatchback,1386.0,Manual,2010.0,Nissan,Note,0,0,1,0
4963,7800,17815.0,3.0,Hatchback,1229.0,Manual,2016.0,Vauxhall,Adam,0,0,0,0
4964,8489,8491.0,5.0,Hatchback,1396.0,Manual,2016.0,Kia,Venga,0,1,0,0
4965,14300,27450.0,5.0,Hatchback,1461.0,Manual,2016.0,Mercedes-Benz,A,1,0,0,0
4966,3695,51000.0,3.0,Hatchback,1229.0,Manual,2010.0,Vauxhall,Corsa,0,0,0,0
4967,19995,1500.0,5.0,Hatchback,999.0,Manual,2019.0,Audi,Q2,1,1,0,0
4968,15790,3298.0,5.0,Hatchback,1499.0,Manual,2019.0,Ford,Focus,0,1,0,0
4969,2595,67000.0,5.0,Hatchback,1229.0,Manual,2009.0,Vauxhall,Corsa,0,0,0,0
4970,9995,52089.0,5.0,Hatchback,1600.0,Manual,2015.0,Audi,A3,1,0,0,0
4971,4695,52000.0,5.0,Hatchback,1587.0,Manual,2013.0,Peugeot,308,0,0,0,0
4972,10468,32000.0,5.0,Hatchback,1461.0,Manual,2015.0,Nissan,Qashqai,0,0,0,0
4973,9000,21014.0,5.0,Hatchback,1248.0,Automatic,2017.0,Fiat,500L,0,0,0,0
4974,15495,4999.0,5.0,Hatchback,1499.0,Manual,2020.0,Vauxhall,Crossland,0,1,0,0
4975,6300,32440.0,5.0,Hatchback,1560.0,Manual,2014.0,Citroen,C4,0,0,0,0
4976,14495,13742.0,5.0,Hatchback,1364.0,Automatic,2019.0,Vauxhall,Mokka,0,0,0,0
4977,18299,17322.0,5.0,Hatchback,1461.0,Automatic,2018.0,Mercedes-Benz,A,1,0,0,0
4978,8998,35592.0,5.0,Hatchback,1197.0,Manual,2017.0,Skoda,Fabia,0,0,0,0
4979,9195,24239.0,5.0,Hatchback,1200.0,Automatic,2016.0,Suzuki,Swift,0,0,0,0
4980,8290,1095.0,5.0,Hatchback,898.0,Manual,2018.0,Dacia,Sandero,0,1,0,0
4981,10995,32000.0,5.0,Hatchback,1399.0,Automatic,2017.0,Vauxhall,Astra,0,0,0,0
4982,7899,38563.0,5.0,Hatchback,1500.0,Manual,2014.0,Nissan,Juke,0,0,0,0
4983,6495,41261.0,3.0,Hatchback,1199.0,Manual,2017.0,Peugeot,108,0,0,0,0
4984,7799,8734.0,3.0,Hatchback,1400.0,Manual,2019.0,Vauxhall,Corsa,0,1,0,0
4985,8791,14668.0,5.0,Hatchback,999.0,Manual,2017.0,Seat,Ibiza,0,0,0,0
4986,3495,62000.0,5.0,Hatchback,1329.0,Manual,2010.0,Toyota,Yaris,0,0,0,0
4987,32000,2999.0,5.0,Hatchback,1968.0,Automatic,2020.0,Audi,A5,1,1,0,0
4988,21500,1689.0,5.0,Hatchback,2000.0,Automatic,2019.0,Volvo,V40,0,1,0,0
4989,10795,13981.0,5.0,Hatchback,898.0,Manual,2018.0,Nissan,Micra,0,0,0,0
4990,11500,15426.0,5.0,Hatchback,1400.0,Manual,2017.0,Vauxhall,Mokka,0,0,0,0
4991,5998,50001.0,5.0,Hatchback,1198.0,Manual,2013.0,Volkswagen,Polo,0,0,0,0
4992,10200,22977.0,5.0,Hatchback,998.0,Manual,2017.0,Ford,Fiesta,0,0,0,0
4993,2195,75490.0,5.0,Hatchback,1149.0,Manual,2008.0,Renault,Grand,0,0,0,0
4994,12998,12012.0,5.0,Hatchback,1364.0,Manual,2019.0,Vauxhall,Mokka,0,0,0,0
4995,11900,17144.0,5.0,Hatchback,999.0,Manual,2018.0,Ford,Focus,0,0,0,0
4996,12900,7844.0,5.0,Hatchback,1598.0,Manual,2016.0,Vauxhall,Mokka,0,1,0,0
4997,8990,32940.0,5.0,Hatchback,1.0,Automatic,2016.0,Renault,ZOE,0,0,0,0
4998,11499,17233.0,5.0,Hatchback,1969.0,Manual,2016.0,Volvo,V40,0,0,0,0
4999,15410,6500.0,5.0,Hatchback,999.0,Manual,2019.0,Ford,Focus,0,1,0,0
5000,11995,38615.0,5.0,Hatchback,1598.0,Manual,2016.0,Volkswagen,Golf,0,0,0,0
5001,16237,14446.0,5.0,Hatchback,1999.0,Manual,2017.0,Ford,Focus,0,0,0,0
5002,5795,19996.0,5.0,Hatchback,1396.0,Manual,2013.0,Kia,Venga,0,0,0,0
5003,10895,8020.0,5.0,Hatchback,898.0,Manual,2017.0,Nissan,Micra,0,1,0,0
5004,13000,14686.0,5.0,Hatchback,999.0,Manual,2017.0,Audi,A1,1,0,0,0
5005,10699,12677.0,5.0,Hatchback,999.0,Manual,2018.0,Seat,Ibiza,0,0,0,0
5006,15498,12122.0,5.0,Hatchback,1395.0,Automatic,2016.0,Volkswagen,Golf,0,0,0,0
5007,12400,12101.0,5.0,Hatchback,1598.0,Manual,2017.0,Alfa-Romeo,Giulietta,1,0,0,0
5008,12890,11485.0,5.0,Hatchback,1197.0,Automatic,2017.0,Volkswagen,Polo,0,0,0,0
5009,12999,42703.0,5.0,Hatchback,1968.0,Manual,2014.0,Volkswagen,Golf,0,0,0,0
5010,15800,32259.0,5.0,Hatchback,1968.0,Manual,2016.0,Volkswagen,Golf,0,0,0,0
5011,16250,15000.0,5.0,Hatchback,1999.0,Manual,2018.0,Ford,Focus,0,0,0,0
5012,8999,6744.0,3.0,Hatchback,875.0,Manual,2018.0,Fiat,500,0,1,0,0
5013,1500,83000.0,5.0,Hatchback,1598.0,Manual,2008.0,Peugeot,308,0,0,0,0
5014,13000,13992.0,5.0,Hatchback,999.0,Manual,2019.0,Volkswagen,Polo,0,0,0,0
5015,5640,40600.0,5.0,Hatchback,998.0,Manual,2017.0,Hyundai,I10,0,0,0,0
5016,7750,57800.0,5.0,Hatchback,1968.0,Manual,2015.0,Skoda,Octavia,0,0,0,0
5017,8295,46000.0,5.0,Hatchback,1390.0,Manual,2013.0,Volkswagen,Golf,0,0,0,0
5018,2799,57625.0,5.0,Hatchback,1242.0,Manual,2009.0,Suzuki,Splash,0,0,0,0
5019,7125,21186.0,5.0,Hatchback,1000.0,Manual,2017.0,Kia,Picanto,0,0,0,0
5020,13398,13680.0,5.0,Hatchback,1598.0,Manual,2019.0,Skoda,Octavia,0,0,0,0
5021,11900,13650.0,5.0,Hatchback,1560.0,Manual,2017.0,Peugeot,308,0,0,0,0
5022,7995,22623.0,3.0,Hatchback,1398.0,Manual,2017.0,Vauxhall,Corsa,0,0,0,0
5023,2395,139678.0,5.0,Hatchback,1995.0,Manual,2010.0,BMW,1,1,0,1,0
5024,25944,6000.0,5.0,Hatchback,2000.0,Automatic,2020.0,Mercedes-Benz,B,1,1,0,0
5025,21499,2479.0,5.0,Hatchback,1580.0,Automatic,2019.0,Hyundai,Ioniq,0,1,0,0
5026,12500,31436.0,5.0,Hatchback,1598.0,Manual,2016.0,Mini,Countryman,0,0,0,0
5027,10995,14130.0,5.0,Hatchback,898.0,Manual,2018.0,Renault,Captur,0,0,0,0
5028,4495,50302.0,5.0,Hatchback,1398.0,Manual,2012.0,Vauxhall,Corsa,0,0,0,0
5029,12999,16999.0,5.0,Hatchback,1995.0,Manual,2016.0,Mini,Hatch,0,0,0,0
5030,8699,46171.0,5.0,Hatchback,1500.0,Manual,2016.0,Nissan,Juke,0,0,0,0
5031,7870,8918.0,5.0,Hatchback,998.0,Manual,2018.0,Kia,Picanto,0,1,0,0
5032,13980,10711.0,5.0,Hatchback,2000.0,Manual,2018.0,Mazda,3,0,0,0,0
5033,10498,21266.0,5.0,Hatchback,1199.0,Automatic,2018.0,Peugeot,308,0,0,0,0
5034,8998,24413.0,5.0,Hatchback,898.0,Manual,2016.0,Renault,Captur,0,0,0,0
5035,4995,45000.0,5.0,Hatchback,998.0,Manual,2015.0,Kia,Picanto,0,0,0,0
5036,12899,47440.0,5.0,Hatchback,2143.0,Automatic,2015.0,Mercedes-Benz,A,1,0,0,0
5037,9349,25000.0,3.0,Hatchback,1198.0,Manual,2016.0,Mini,Hatch,0,0,0,0
5038,7348,15781.0,5.0,Hatchback,1329.0,Manual,2014.0,Toyota,Yaris,0,0,0,0
5039,11999,12000.0,3.0,Hatchback,1368.0,Manual,2017.0,Fiat,500,0,0,0,0
5040,10190,14713.0,5.0,Hatchback,898.0,Manual,2019.0,Renault,Clio,0,0,0,0
5041,5215,71074.0,5.0,Hatchback,1598.0,Manual,2010.0,Nissan,Juke,0,0,0,0
5042,13399,15853.0,5.0,Hatchback,1400.0,Manual,2018.0,Vauxhall,Mokka,0,0,0,0
5043,16450,2311.0,5.0,Hatchback,1000.0,Manual,2019.0,Ford,EcoSport,0,1,0,0
5044,4995,92000.0,5.0,Hatchback,1560.0,Manual,2014.0,Ford,Focus,0,0,0,0
5045,10990,22893.0,3.0,Hatchback,1998.0,Manual,2015.0,Mini,Hatch,0,0,0,0
5046,20950,201.0,5.0,Hatchback,1998.0,Automatic,2019.0,Mini,Hatch,0,1,0,0
5047,5999,23110.0,5.0,Hatchback,1000.0,Manual,2017.0,Vauxhall,Viva,0,0,0,0
5048,16000,14000.0,5.0,Hatchback,1499.0,Automatic,2017.0,Mini,Hatch,0,0,0,0
5049,9695,18590.0,5.0,Hatchback,999.0,Manual,2018.0,Skoda,Fabia,0,0,0,0
5050,4250,65000.0,5.0,Hatchback,1120.0,Manual,2014.0,Kia,Rio,0,0,0,0
5051,8490,18500.0,5.0,Hatchback,1200.0,Manual,2017.0,Citroen,C4,0,0,0,0
5052,10750,44211.0,5.0,Hatchback,1600.0,Manual,2017.0,Vauxhall,Insignia,0,0,0,0
5053,21980,10.0,5.0,Hatchback,2000.0,Automatic,2019.0,Volkswagen,Polo,0,1,0,0
5054,5449,17717.0,5.0,Hatchback,1198.0,Manual,2014.0,Nissan,Micra,0,0,0,0
5055,18591,21491.0,5.0,Hatchback,2998.0,Manual,2017.0,BMW,1,1,0,0,0
5056,1995,72966.0,5.0,Hatchback,1600.0,Automatic,2007.0,Renault,Megane,0,0,0,0
5057,16500,9000.0,5.0,Hatchback,1598.0,Manual,2019.0,Volkswagen,Golf,0,1,0,0
5058,11980,46621.0,5.0,Hatchback,1595.0,Automatic,2016.0,Mercedes-Benz,A,1,0,0,0
5059,7499,44090.0,5.0,Hatchback,1197.0,Manual,2015.0,Nissan,Juke,0,0,0,0
5060,14995,58490.0,5.0,Hatchback,1968.0,Manual,2015.0,Volkswagen,Golf,0,0,0,0
5061,9995,19900.0,5.0,Hatchback,1398.0,Manual,2018.0,Vauxhall,Corsa,0,0,0,0
5062,3995,77890.0,3.0,Hatchback,1596.0,Manual,2009.0,Ford,Fiesta,0,0,0,0
5063,23890,1771.0,5.0,Hatchback,1499.0,Manual,2019.0,Mini,Countryman,0,1,0,0
5064,7998,1500.0,5.0,Hatchback,998.0,Manual,2019.0,Kia,Picanto,0,1,0,0
5065,8300,9421.0,3.0,Hatchback,1241.0,Manual,2017.0,Ford,Fiesta,0,1,0,0
5066,4295,50748.0,5.0,Hatchback,1248.0,Manual,2013.0,Kia,Rio,0,0,0,0
5067,8439,23000.0,5.0,Hatchback,1399.0,Manual,2017.0,Vauxhall,Astra,0,0,0,0
5068,11298,10.0,5.0,Hatchback,1368.0,Manual,2019.0,Fiat,Tipo,0,1,0,0
5069,12499,2650.0,5.0,Hatchback,998.0,Manual,2018.0,Ford,Fiesta,0,1,0,0
5070,7480,12866.0,5.0,Hatchback,1498.0,Automatic,2014.0,Mazda,2,0,0,0,0
5071,3385,37000.0,5.0,Hatchback,1242.0,Manual,2012.0,Fiat,Panda,0,0,0,0
5072,2950,101173.0,5.0,Hatchback,1399.0,Manual,2010.0,Ford,Fiesta,0,0,1,0
5073,8530,16178.0,5.0,Hatchback,898.0,Manual,2017.0,Nissan,Micra,0,0,0,0
5074,4295,72000.0,3.0,Hatchback,1242.0,Manual,2012.0,Ford,Fiesta,0,0,0,0
5075,20998,13012.0,5.0,Hatchback,1595.0,Automatic,2018.0,Mercedes-Benz,GLA,1,0,0,0
5076,25795,1500.0,5.0,Hatchback,1998.0,Automatic,2019.0,Kia,Stinger,0,1,0,0
5077,19498,8003.0,5.0,Hatchback,1499.0,Manual,2019.0,Citroen,C5,0,1,0,0
5078,7789,16850.0,5.0,Hatchback,1242.0,Manual,2017.0,Suzuki,Swift,0,0,0,0
5079,5490,53000.0,5.0,Hatchback,1198.0,Manual,2013.0,Volkswagen,Polo,0,0,0,0
5080,9200,38122.0,5.0,Hatchback,1461.0,Manual,2016.0,Nissan,Juke,0,0,0,0
5081,12698,14004.0,5.0,Hatchback,1461.0,Manual,2019.0,Renault,Captur,0,0,0,0
5082,8000,35952.0,5.0,Hatchback,1461.0,Manual,2016.0,Renault,Captur,0,0,0,0
5083,15088,13837.0,5.0,Hatchback,1461.0,Manual,2017.0,Mercedes-Benz,A,1,0,0,0
5084,11491,10600.0,5.0,Hatchback,998.0,Manual,2018.0,Ford,Fiesta,0,0,0,0
5085,9500,17691.0,5.0,Hatchback,1199.0,Manual,2018.0,Peugeot,208,0,0,0,0
5086,11250,13689.0,5.0,Hatchback,1199.0,Manual,2019.0,Peugeot,208,0,0,0,0
5087,5340,41583.0,3.0,Hatchback,1229.0,Manual,2013.0,Vauxhall,Corsa,0,0,0,0
5088,9000,32135.0,5.0,Hatchback,1600.0,Manual,2015.0,Vauxhall,Insignia,0,0,0,0
5089,14998,10.0,5.0,Hatchback,1199.0,Automatic,2019.0,Citroen,C3,0,1,0,0
5090,32990,283.0,5.0,Hatchback,1984.0,Automatic,2019.0,Audi,S3,1,1,0,0
5091,12250,20624.0,5.0,Hatchback,1998.0,Manual,2016.0,Mini,Hatch,0,0,0,0
5092,11498,19410.0,5.0,Hatchback,1364.0,Manual,2018.0,Vauxhall,Mokka,0,0,0,0
5093,25695,1810.0,5.0,Hatchback,1000.0,Manual,2019.0,Ford,Puma,0,1,0,0
5094,12998,14988.0,5.0,Hatchback,998.0,Manual,2019.0,Kia,Ceed,0,0,0,0
5095,6495,81407.0,5.0,Hatchback,1598.0,Manual,2012.0,Mini,Countryman,0,0,0,0
5096,19680,123.0,3.0,Hatchback,1998.0,Automatic,2019.0,Mini,Hatch,0,1,0,0
5097,9999,28629.0,5.0,Hatchback,1395.0,Manual,2015.0,Volkswagen,Golf,0,0,0,0
5098,9290,55938.0,5.0,Hatchback,1395.0,Manual,2015.0,Seat,Leon,0,0,0,0
5099,11890,27613.0,5.0,Hatchback,1618.0,Manual,2015.0,Nissan,Qashqai,0,0,0,0
5100,11344,15863.0,5.0,Hatchback,1500.0,Manual,2017.0,Mini,Hatch,0,0,0,0
5101,13750,13081.0,5.0,Hatchback,999.0,Manual,2019.0,Volkswagen,Polo,0,0,0,0
5102,8999,606.0,5.0,Hatchback,999.0,Manual,2019.0,Seat,Mii,0,1,0,0
5103,10900,11133.0,5.0,Hatchback,1197.0,Manual,2017.0,Seat,Leon,0,0,0,0
5104,10498,28384.0,5.0,Hatchback,1598.0,Manual,2017.0,Vauxhall,Mokka,0,0,0,0
5105,7200,17740.0,5.0,Hatchback,1598.0,Manual,2015.0,Fiat,500L,0,0,0,0
5106,6696,25982.0,3.0,Hatchback,1242.0,Manual,2016.0,Fiat,500,0,0,0,0
5107,5591,25000.0,5.0,Hatchback,1198.0,Manual,2016.0,Nissan,Micra,0,0,0,0
5108,17998,19372.0,5.0,Hatchback,1595.0,Automatic,2017.0,Mercedes-Benz,GLA,1,0,0,0
5109,7220,74650.0,5.0,Hatchback,1461.0,Manual,2012.0,Nissan,Qashqai+2,0,0,0,0
5110,2200,101000.0,5.0,Hatchback,1422.0,Manual,2009.0,Seat,Ibiza,0,0,1,0
5111,5410,29810.0,5.0,Hatchback,998.0,Manual,2017.0,Toyota,Aygo,0,0,0,0
5112,20884,2568.0,5.0,Hatchback,988.0,Automatic,2019.0,Honda,Civic,0,1,0,0
5113,6781,32457.0,3.0,Hatchback,999.0,Manual,2014.0,Ford,Fiesta,0,0,0,0
5114,2690,61000.0,5.0,Hatchback,998.0,Manual,2011.0,Toyota,Aygo,0,0,0,0
5115,5895,53600.0,5.0,Hatchback,1582.0,Manual,2014.0,Kia,Soul,0,0,0,0
5116,18550,5016.0,5.0,Hatchback,1997.0,Automatic,2019.0,Ford,Focus,0,1,0,0
5117,15600,9823.0,5.0,Hatchback,2000.0,Automatic,2018.0,Mazda,CX-3,0,1,0,0
5118,1985,106000.0,5.0,Hatchback,1461.0,Manual,2010.0,Nissan,Note,0,0,1,0
5119,12998,5620.0,5.0,Hatchback,1364.0,Manual,2019.0,Vauxhall,Mokka,0,1,0,0
5120,6495,13422.0,3.0,Hatchback,1242.0,Manual,2017.0,Fiat,500,0,0,0,0
5121,7995,38098.0,5.0,Hatchback,1968.0,Manual,2012.0,Seat,Leon,0,0,0,0
5122,8346,10000.0,5.0,Hatchback,1398.0,Manual,2018.0,Vauxhall,Corsa,0,1,0,0
5123,1795,78000.0,5.0,Hatchback,1349.0,Manual,2008.0,Mazda,2,0,0,0,0
5124,23495,6500.0,5.0,Hatchback,1798.0,Automatic,2019.0,Toyota,Corolla,0,1,0,0
5125,10500,23811.0,5.0,Hatchback,1500.0,Manual,2015.0,Ford,Focus,0,0,0,0
5126,10995,30114.0,5.0,Hatchback,1600.0,Manual,2018.0,Nissan,Juke,0,0,0,0
5127,5717,23516.0,5.0,Hatchback,1200.0,Manual,2016.0,Citroen,C1,0,0,0,0
5128,7980,33001.0,3.0,Hatchback,998.0,Manual,2014.0,Ford,Fiesta,0,0,0,0
5129,7698,11881.0,5.0,Hatchback,998.0,Manual,2017.0,Toyota,Aygo,0,0,0,0
5130,8599,7797.0,5.0,Hatchback,1398.0,Manual,2018.0,Vauxhall,Corsa,0,1,0,0
5131,16799,13607.0,5.0,Hatchback,1332.0,Manual,2019.0,Nissan,Qashqai,0,0,0,0
5132,3350,91993.0,5.0,Hatchback,1596.0,Automatic,2010.0,Ford,Focus,0,0,0,0
5133,8399,3042.0,3.0,Hatchback,1400.0,Manual,2019.0,Vauxhall,Corsa,0,1,0,0
5134,3998,55840.0,5.0,Hatchback,1149.0,Manual,2013.0,Dacia,Sandero,0,0,0,0
5135,13400,9692.0,5.0,Hatchback,999.0,Manual,2019.0,Volkswagen,Polo,0,1,0,0
5136,6990,14330.0,5.0,Hatchback,1199.0,Manual,2016.0,Citroen,C3,0,0,0,0
5137,16000,1103.0,5.0,Hatchback,1000.0,Manual,2019.0,Ford,Focus,0,1,0,0
5138,3995,67900.0,3.0,Hatchback,1229.0,Manual,2012.0,Vauxhall,Corsa,0,0,0,0
5139,15905,2730.0,5.0,Hatchback,1500.0,Manual,2019.0,Ford,EcoSport,0,1,0,0
5140,9998,10.0,3.0,Hatchback,1242.0,Manual,2019.0,Fiat,500,0,1,0,0
5141,10195,30339.0,5.0,Hatchback,1399.0,Automatic,2017.0,Vauxhall,Astra,0,0,0,0
5142,20491,565.0,5.0,Hatchback,999.0,Manual,2020.0,Ford,Focus,0,1,0,0
5143,9200,16250.0,5.0,Hatchback,1199.0,Manual,2019.0,Peugeot,208,0,0,0,0
5144,4217,74255.0,3.0,Hatchback,1598.0,Manual,2010.0,Vauxhall,Corsa,0,0,0,0
5145,6195,24256.0,5.0,Hatchback,999.0,Manual,2016.0,Volkswagen,Polo,0,0,0,0
5146,10000,24931.0,5.0,Hatchback,998.0,Automatic,2015.0,Ford,Fiesta,0,0,0,0
5147,17464,1469.0,5.0,Hatchback,1498.0,Manual,2019.0,Skoda,Superb,0,1,0,0
5148,8799,28910.0,5.0,Hatchback,1500.0,Manual,2016.0,Nissan,Juke,0,0,0,0
5149,5900,31000.0,5.0,Hatchback,1198.0,Manual,2015.0,Nissan,Note,0,0,0,0
5150,3250,69883.0,3.0,Hatchback,1596.0,Manual,2008.0,Volkswagen,Beetle,0,0,0,0
5151,9798,44795.0,5.0,Hatchback,1496.0,Manual,2017.0,Toyota,Yaris,0,0,0,0
5152,8750,7868.0,5.0,Hatchback,1398.0,Manual,2016.0,Vauxhall,Corsa,0,1,0,0
5153,2290,88000.0,3.0,Hatchback,1999.0,Manual,2008.0,Ford,Fiesta,0,0,0,0
5154,9990,999.0,5.0,Hatchback,999.0,Manual,2019.0,Volkswagen,Up,0,1,0,0
5155,15810,11795.0,5.0,Hatchback,1499.0,Manual,2019.0,Ford,Focus,0,0,0,0
5156,7750,25463.0,5.0,Hatchback,1248.0,Manual,2017.0,Hyundai,I20,0,0,0,0
5157,17395,4997.0,5.0,Hatchback,1499.0,Manual,2019.0,Ford,Focus,0,1,0,0
5158,7490,92000.0,5.0,Hatchback,1598.0,Manual,2015.0,Volkswagen,Golf,0,0,0,0
5159,1300,84000.0,5.0,Hatchback,1360.0,Manual,2008.0,Citroen,C3,0,0,0,0
5160,6999,5614.0,5.0,Hatchback,998.0,Manual,2018.0,Dacia,Sandero,0,1,0,0
5161,3895,32744.0,3.0,Hatchback,1364.0,Manual,2008.0,Vauxhall,Corsa,0,0,0,0
5162,8500,54967.0,5.0,Hatchback,1500.0,Manual,2015.0,Mini,Hatch,0,0,0,0
5163,23000,3579.0,5.0,Hatchback,1987.0,Manual,2019.0,Toyota,Corolla,0,1,0,0
5164,9598,8271.0,5.0,Hatchback,1200.0,Manual,2018.0,Citroen,C3,0,1,0,0
5165,9995,37000.0,5.0,Hatchback,1400.0,Automatic,2014.0,Alfa-Romeo,Giulietta,1,0,0,0
5166,8710,17057.0,5.0,Hatchback,1199.0,Manual,2018.0,Peugeot,208,0,0,0,0
5167,14500,2500.0,5.0,Hatchback,1333.0,Manual,2020.0,Renault,Captur,0,1,0,0
5168,12789,461.0,5.0,Hatchback,998.0,Manual,2019.0,Kia,Rio,0,1,0,0
5169,4399,35254.0,5.0,Hatchback,998.0,Manual,2013.0,Ford,Focus,0,0,0,0
5170,12995,51000.0,3.0,Hatchback,1798.0,Automatic,2013.0,Audi,A3,1,0,0,0
5171,7790,49000.0,5.0,Hatchback,1461.0,Manual,2016.0,Nissan,Juke,0,0,0,0
5172,11998,37346.0,5.0,Hatchback,1598.0,Automatic,2017.0,Volkswagen,Golf,0,0,0,0
5173,14290,17297.0,3.0,Hatchback,1995.0,Manual,2016.0,Mini,Hatch,0,0,0,0
5174,7495,39000.0,3.0,Hatchback,1496.0,Manual,2016.0,Mini,Hatch,0,0,0,0
5175,33999,1658.0,5.0,Hatchback,2000.0,Automatic,2019.0,Volkswagen,Golf,0,1,0,0
5176,4990,49000.0,5.0,Hatchback,1388.0,Automatic,2010.0,Ford,Fiesta,0,0,0,0
5177,24995,5630.0,5.0,Hatchback,1.0,Automatic,2019.0,Nissan,Leaf,0,1,0,0
5178,11499,12703.0,5.0,Hatchback,1598.0,Manual,2019.0,Nissan,Juke,0,0,0,0
5179,13400,21255.0,5.0,Hatchback,1395.0,Automatic,2017.0,Seat,Leon,0,0,0,0
5180,7500,32285.0,3.0,Hatchback,1229.0,Manual,2016.0,Vauxhall,Adam,0,0,0,0
5181,16250,10.0,5.0,Hatchback,1318.0,Manual,2019.0,Honda,Jazz,0,1,0,0
5182,1995,79000.0,5.0,Hatchback,1339.0,Automatic,2005.0,Honda,Jazz,0,0,0,0
5183,16800,2220.0,5.0,Hatchback,1499.0,Automatic,2019.0,Ford,Focus,0,1,0,0
5184,4989,109000.0,3.0,Hatchback,1598.0,Manual,2009.0,Mini,Hatch,0,0,1,0
5185,9295,22846.0,5.0,Hatchback,1499.0,Manual,2015.0,Mini,Hatch,0,0,0,0
5186,14600,8464.0,5.0,Hatchback,998.0,Manual,2019.0,Hyundai,Kona,0,1,0,0
5187,12700,21388.0,5.0,Hatchback,1499.0,Manual,2017.0,Ford,Focus,0,0,0,0
5188,16950,9588.0,3.0,Hatchback,1998.0,Manual,2019.0,Mini,Hatch,0,1,0,0
5189,11968,15191.0,5.0,Hatchback,1000.0,Manual,2018.0,Ford,EcoSport,0,0,0,0
5190,6980,72604.0,5.0,Hatchback,1956.0,Manual,2015.0,Vauxhall,Insignia,0,0,0,0
5191,30695,2415.0,5.0,Hatchback,1991.0,Automatic,2019.0,Mercedes-Benz,A,1,1,0,0
5192,7698,50854.0,5.0,Hatchback,1197.0,Manual,2015.0,Seat,Leon,0,0,0,0
5193,7495,33049.0,3.0,Hatchback,1199.0,Manual,2017.0,Ds,Ds,0,0,0,0
5194,9499,10980.0,3.0,Hatchback,1084.0,Manual,2017.0,Ford,Fiesta,0,0,0,0
5195,3595,63000.0,5.0,Hatchback,1598.0,Manual,2013.0,Vauxhall,Astra,0,0,0,0
5196,11391,11741.0,5.0,Hatchback,998.0,Manual,2018.0,Ford,Fiesta,0,0,0,0
5197,21498,11932.0,5.0,Hatchback,1500.0,Manual,2019.0,Peugeot,3008,0,0,0,0
5198,11995,43000.0,5.0,Hatchback,1461.0,Manual,2014.0,Mercedes-Benz,A,1,0,0,0
5199,5795,24000.0,5.0,Hatchback,1199.0,Manual,2016.0,Citroen,C1,0,0,0,0
5200,17590,1576.0,5.0,Hatchback,999.0,Automatic,2019.0,Ford,EcoSport,0,1,0,0
5201,2095,101000.0,5.0,Hatchback,1596.0,Manual,2009.0,Ford,Focus,0,0,1,0
5202,4500,48447.0,5.0,Hatchback,1560.0,Manual,2012.0,Ford,Focus,0,0,0,0
5203,1995,84000.0,3.0,Hatchback,1598.0,Manual,2004.0,Mini,Hatch,0,0,0,0
5204,7599,11116.0,5.0,Hatchback,998.0,Manual,2018.0,Kia,Picanto,0,0,0,0
5205,9288,21642.0,5.0,Hatchback,900.0,Manual,2018.0,Renault,Captur,0,0,0,0
5206,16130,29437.0,5.0,Hatchback,1968.0,Manual,2016.0,Volkswagen,Golf,0,0,0,0
5207,14999,5.0,5.0,Hatchback,1318.0,Manual,2020.0,Honda,Jazz,0,1,0,0
5208,2850,86152.0,5.0,Hatchback,1368.0,Manual,2010.0,Fiat,Punto,0,0,0,0
5209,5695,22000.0,5.0,Hatchback,998.0,Manual,2015.0,Peugeot,108,0,0,0,0
5210,12880,16071.0,5.0,Hatchback,999.0,Manual,2017.0,Ford,Focus,0,0,0,0
5211,11067,15724.0,5.0,Hatchback,1560.0,Manual,2018.0,Citroen,C3,0,0,0,0
5212,9695,34450.0,3.0,Hatchback,1499.0,Automatic,2014.0,Mini,Hatch,0,0,0,0
5213,5300,92501.0,3.0,Hatchback,1197.0,Manual,2014.0,Volkswagen,Polo,0,0,0,0
