,price(£),mileage(mi),door_count,body_style,engine_size(cc),transmission,year,brand,model,luxury_brand,brand_new,old,sports_car
0,19998,21249.0,5.0,Estate,1995.0,Automatic,2016.0,BMW,X1,1,0,0,0
1,17795,24468.0,5.0,Estate,1997.0,Automatic,2014.0,Honda,CR-V,0,0,0,0
2,14500,45793.0,5.0,Estate,1984.0,Automatic,2013.0,Audi,Q3,1,0,0,0
3,21499,5295.0,5.0,Estate,1598.0,Manual,2019.0,Kia,Optima,0,1,0,0
4,22975,33891.0,5.0,Estate,2967.0,Automatic,2016.0,Volkswagen,Touareg,0,0,0,0
5,15998,45570.0,5.0,Estate,2143.0,Automatic,2016.0,Mercedes-Benz,E,1,0,0,0
6,9950,94000.0,5.0,Estate,1995.0,Automatic,2016.0,BMW,3,1,0,0,0
7,5948,106000.0,5.0,Estate,1685.0,Manual,2014.0,Hyundai,I40,0,0,1,0
8,19299,5000.0,5.0,Estate,1600.0,Automatic,2019.0,Skoda,Octavia,0,1,0,0
9,26980,5100.0,5.0,Estate,1498.0,Automatic,2019.0,Skoda,Kodiaq,0,1,0,0
10,30970,10553.0,5.0,Estate,3000.0,Automatic,2019.0,Jaguar,XF,1,0,0,0
11,46970,26126.0,5.0,Estate,5000.0,Automatic,2017.0,Land-Rover,Range-Rover-Sport,1,0,0,0
12,16998,23950.0,5.0,Estate,1968.0,Manual,2015.0,Audi,Q3,1,0,0,0
13,8470,69445.0,5.0,Estate,1968.0,Manual,2015.0,Skoda,Yeti,0,0,0,0
14,10900,19458.0,5.0,Estate,1200.0,Manual,2017.0,Skoda,Fabia,0,0,0,0
15,15498,29164.0,5.0,Estate,1968.0,Manual,2017.0,Volkswagen,Golf,0,0,0,0
16,12999,31230.0,5.0,Estate,1598.0,Manual,2018.0,Volkswagen,Passat,0,0,0,0
17,14550,19000.0,5.0,Estate,1591.0,Manual,2017.0,Kia,Sportage,0,0,0,0
18,2995,98000.0,5.0,Estate,1686.0,Manual,2010.0,Vauxhall,Astra,0,0,0,0
19,30000,9850.0,5.0,Estate,2000.0,Automatic,2018.0,Jaguar,E-Pace,1,1,0,0
20,20000,11323.0,5.0,Estate,2000.0,Automatic,2019.0,Ford,Kuga,0,0,0,0
21,7995,91000.0,5.0,Estate,1598.0,Manual,2016.0,Skoda,Octavia,0,0,0,0
22,7995,94806.0,5.0,Estate,1995.0,Automatic,2012.0,BMW,3,1,0,0,0
23,8849,60706.0,5.0,Estate,1560.0,Manual,2015.0,Volvo,V60,0,0,0,0
24,20698,19822.0,5.0,Estate,2993.0,Automatic,2017.0,BMW,3,1,0,0,0
25,18995,1349.0,5.0,Estate,999.0,Manual,2019.0,Ford,Focus,0,1,0,0
26,21533,17884.0,5.0,Estate,1395.0,Automatic,2018.0,Skoda,Kodiaq,0,0,0,0
27,4495,100000.0,5.0,Estate,1598.0,Manual,2015.0,Vauxhall,Astra,0,0,0,0
28,3495,76789.0,5.0,Estate,2261.0,Manual,2009.0,Mazda,CX-7,0,0,0,0
29,63550,12968.0,5.0,Estate,4000.0,Automatic,2018.0,Audi,Q7,1,0,0,0
30,31999,10000.0,5.0,Estate,2000.0,Automatic,2019.0,Volkswagen,Tiguan,0,1,0,0
31,11498,45048.0,5.0,Estate,1968.0,Automatic,2015.0,Volkswagen,Tiguan,0,0,0,0
32,12299,14536.0,5.0,Estate,1395.0,Automatic,2015.0,Volkswagen,Golf,0,0,0,0
33,7000,59505.0,5.0,Estate,1997.0,Manual,2012.0,Ford,Focus,0,0,0,0
34,21999,19692.0,5.0,Estate,2000.0,Manual,2017.0,Skoda,Kodiaq,0,0,0,0
35,12999,53950.0,5.0,Estate,2199.0,Manual,2015.0,Kia,Sorento,0,0,0,0
36,15950,26498.0,5.0,Estate,1495.0,Automatic,2018.0,Volkswagen,Golf,0,0,0,0
37,33498,389.0,5.0,Estate,1995.0,Automatic,2019.0,Alfa-Romeo,Stelvio,1,1,0,0
38,17495,15.0,5.0,Estate,1197.0,Manual,2019.0,Toyota,Corolla,0,1,0,0
39,19000,22127.0,5.0,Estate,1998.0,Automatic,2018.0,BMW,2,1,0,0,0
40,29950,7043.0,5.0,Estate,1950.0,Automatic,2019.0,Mercedes-Benz,C,1,1,0,0
41,16000,7043.0,5.0,Estate,1700.0,Manual,2019.0,Renault,Scenic,0,1,0,0
42,31250,3112.0,5.0,Estate,2000.0,Automatic,2019.0,Volvo,XC60,0,1,0,0
43,8698,9820.0,5.0,Estate,1364.0,Manual,2017.0,Vauxhall,Meriva,0,1,0,0
44,1295,120000.0,5.0,Estate,2597.0,Automatic,2001.0,Mercedes-Benz,C,1,0,1,0
45,7979,93000.0,5.0,Estate,1968.0,Manual,2015.0,Volkswagen,Golf,0,0,0,0
46,22000,15109.0,5.0,Estate,1395.0,Automatic,2018.0,Audi,Q2,1,0,0,0
47,30995,25470.0,5.0,Estate,2995.0,Automatic,2017.0,Audi,S4,1,0,0,0
48,17998,13481.0,5.0,Estate,1498.0,Manual,2019.0,Seat,Ateca,0,0,0,0
49,15799,4414.0,5.0,Estate,1200.0,Automatic,2019.0,Vauxhall,Crossland,0,1,0,0
50,9387,58556.0,5.0,Estate,1968.0,Manual,2016.0,Seat,Leon,0,0,0,0
51,21000,32285.0,5.0,Estate,2000.0,Automatic,2017.0,Audi,Q3,1,0,0,0
52,19000,6996.0,5.0,Estate,1400.0,Manual,2018.0,Suzuki,Vitara,0,1,0,0
53,28500,6169.0,5.0,Estate,2494.0,Automatic,2018.0,Lexus,NX,0,1,0,0
54,18991,19252.0,5.0,Estate,1968.0,Automatic,2016.0,Volkswagen,Tiguan,0,0,0,0
55,18895,25193.0,5.0,Estate,1598.0,Manual,2018.0,Nissan,X-Trail,0,0,0,0
56,9967,37308.0,5.0,Estate,1199.0,Manual,2018.0,Peugeot,2008,0,0,0,0
57,10700,8036.0,5.0,Estate,1364.0,Manual,2016.0,Vauxhall,Zafira,0,1,0,0
58,19395,20904.0,5.0,Estate,1984.0,Automatic,2016.0,Volkswagen,Golf,0,0,0,0
59,25393,18067.0,5.0,Estate,3000.0,Automatic,2016.0,Audi,Q5,1,0,0,0
60,16800,33792.0,5.0,Estate,1995.0,Automatic,2014.0,BMW,X3,1,0,0,0
61,8999,4454.0,5.0,Estate,1598.0,Automatic,2014.0,Vauxhall,Astra,0,1,0,0
62,18295,10.0,5.0,Estate,1499.0,Manual,2019.0,Vauxhall,Crossland,0,1,0,0
63,4480,91000.0,5.0,Estate,1560.0,Manual,2013.0,Ford,Focus,0,0,0,0
64,24450,118000.0,5.0,Estate,2967.0,Automatic,2016.0,Audi,Q7,1,0,1,0
65,13998,17402.0,5.0,Estate,1598.0,Manual,2017.0,Seat,Ateca,0,0,0,0
66,9995,44000.0,5.0,Estate,1597.0,Manual,2013.0,Honda,CR-V,0,0,0,0
67,23950,31000.0,5.0,Estate,2143.0,Automatic,2016.0,Mercedes-Benz,GLC,1,0,0,0
68,33500,2289.0,5.0,Estate,2000.0,Automatic,2019.0,Audi,Q5,1,1,0,0
69,3295,85000.0,5.0,Estate,2148.0,Automatic,2005.0,Mercedes-Benz,C,1,0,0,0
70,12999,20450.0,5.0,Estate,1364.0,Manual,2017.0,Vauxhall,Zafira,0,0,0,0
71,10000,24969.0,5.0,Estate,1500.0,Manual,2016.0,Ford,Grand,0,0,0,0
72,5995,134647.0,5.0,Estate,2400.0,Automatic,2010.0,Volvo,XCorvette-C70,0,0,1,0
73,11060,33950.0,5.0,Estate,1998.0,Manual,2016.0,Mazda,6,0,0,0,0
74,17498,68031.0,5.0,Estate,1395.0,Manual,2017.0,Volkswagen,Passat,0,0,0,0
75,20499,4950.0,5.0,Estate,1800.0,Automatic,2019.0,Toyota,Corolla,0,1,0,0
76,13498,6199.0,5.0,Estate,1200.0,Automatic,2018.0,Peugeot,2008,0,1,0,0
77,12491,7491.0,5.0,Estate,1591.0,Manual,2018.0,Hyundai,Tucson,0,1,0,0
78,5998,31867.0,5.0,Estate,1398.0,Manual,2014.0,Vauxhall,Meriva,0,0,0,0
79,14299,43174.0,5.0,Estate,1968.0,Manual,2014.0,Skoda,Octavia,0,0,0,0
80,22276,2249.0,5.0,Estate,999.0,Manual,2019.0,Volkswagen,T-Cross,0,1,0,0
81,16999,36209.0,5.0,Estate,2000.0,Manual,2016.0,Ford,Galaxy,0,0,0,0
82,1491,81000.0,5.0,Estate,1398.0,Manual,2006.0,Peugeot,206,0,0,0,0
83,54950,7900.0,5.0,Estate,2979.0,Automatic,2019.0,Maserati,Levante,1,1,0,0
84,21381,29127.0,5.0,Estate,2000.0,Automatic,2016.0,BMW,X3,1,0,0,0
85,2245,79000.0,5.0,Estate,1991.0,Manual,2006.0,Hyundai,Tucson,0,0,0,0
86,18250,24277.0,5.0,Estate,1968.0,Manual,2017.0,Audi,A4,1,0,0,0
87,15500,34208.0,5.0,Estate,2000.0,Manual,2016.0,Ford,Kuga,0,0,0,0
88,30000,17000.0,5.0,Estate,1968.0,Automatic,2018.0,Audi,Q5,1,0,0,0
89,3750,137000.0,5.0,Estate,1968.0,Manual,2010.0,Volkswagen,Passat,0,0,1,0
90,20995,3161.0,5.0,Estate,1197.0,Manual,2019.0,Toyota,Corolla,0,1,0,0
91,16699,3631.0,5.0,Estate,1586.0,Automatic,2018.0,Suzuki,Vitara,0,1,0,0
92,42500,2405.0,5.0,Estate,2996.0,Automatic,2019.0,Mercedes-Benz,C,1,1,0,0
93,13067,32000.0,5.0,Estate,1800.0,Automatic,2015.0,Toyota,Auris,0,0,0,0
94,18499,10270.0,5.0,Estate,1395.0,Manual,2018.0,Audi,Q2,1,0,0,0
95,32980,5620.0,5.0,Estate,1968.0,Automatic,2020.0,Volkswagen,Tiguan,0,1,0,0
96,10060,18561.0,5.0,Estate,1499.0,Manual,2017.0,Ford,Grand,0,0,0,0
97,33000,11090.0,5.0,Estate,1969.0,Automatic,2019.0,Volvo,XC40,0,0,0,0
98,19000,17989.0,5.0,Estate,1968.0,Automatic,2017.0,Skoda,Superb,0,0,0,0
99,14990,100.0,5.0,Estate,1499.0,Manual,2019.0,Vauxhall,Crossland,0,1,0,0
100,10194,29800.0,5.0,Estate,1200.0,Manual,2016.0,Peugeot,2008,0,0,0,0
101,7850,28910.0,5.0,Estate,1560.0,Manual,2015.0,Peugeot,2008,0,0,0,0
102,16999,2102.0,5.0,Estate,1600.0,Manual,2019.0,Skoda,Octavia,0,1,0,0
103,6495,83000.0,5.0,Estate,1995.0,Manual,2009.0,BMW,5,1,0,0,0
104,11800,84683.0,5.0,Estate,1998.0,Automatic,2015.0,Mitsubishi,Outlander,0,0,0,0
105,22989,4289.0,5.0,Estate,1598.0,Automatic,2019.0,Kia,Optima,0,1,0,0
106,12199,100400.0,5.0,Estate,2967.0,Automatic,2012.0,Volkswagen,Touareg,0,0,1,0
107,10999,38863.0,5.0,Estate,1200.0,Automatic,2016.0,Skoda,Fabia,0,0,0,0
108,11699,13221.0,5.0,Estate,1200.0,Manual,2017.0,Vauxhall,Crossland,0,0,0,0
109,26867,13405.0,5.0,Estate,1984.0,Automatic,2019.0,Audi,A4,1,0,0,0
110,10200,27000.0,5.0,Estate,1600.0,Manual,2016.0,Suzuki,Vitara,0,0,0,0
111,63000,10155.0,5.0,Estate,3000.0,Automatic,2018.0,Land-Rover,Range,1,0,0,0
112,9998,35447.0,5.0,Estate,1598.0,Manual,2017.0,Vauxhall,Astra,0,0,0,0
113,39930,9976.0,5.0,Estate,2993.0,Automatic,2019.0,BMW,3,1,1,0,0
114,17495,7135.0,5.0,Estate,2000.0,Manual,2018.0,Vauxhall,Insignia,0,1,0,0
115,19950,13173.0,5.0,Estate,1400.0,Automatic,2017.0,Audi,Q2,1,0,0,0
116,6995,26740.0,5.0,Estate,1461.0,Manual,2016.0,Dacia,Duster,0,0,0,0
117,15999,41353.0,5.0,Estate,1995.0,Manual,2016.0,Kia,Sportage,0,0,0,0
118,5999,69574.0,5.0,Estate,1560.0,Manual,2014.0,Ford,Focus,0,0,0,0
119,10999,16954.0,5.0,Estate,1199.0,Manual,2017.0,Vauxhall,Crossland,0,0,0,0
120,7990,62959.0,5.0,Estate,2231.0,Automatic,2012.0,Toyota,Avensis,0,0,0,0
121,16998,28144.0,5.0,Estate,1997.0,Manual,2017.0,Ford,Kuga,0,0,0,0
122,20000,7582.0,5.0,Estate,1500.0,Automatic,2018.0,Ford,Kuga,0,1,0,0
123,20990,12955.0,5.0,Estate,1500.0,Manual,2018.0,Peugeot,3008,0,0,0,0
124,15580,60351.0,5.0,Estate,2000.0,Manual,2016.0,Volkswagen,Tiguan,0,0,0,0
125,12250,80155.0,5.0,Estate,2143.0,Automatic,2016.0,Mercedes-Benz,CLA,1,0,0,0
126,47995,9621.0,5.0,Estate,2000.0,Automatic,2019.0,Land-Rover,Range,1,1,0,0
127,7990,62641.0,5.0,Estate,1796.0,Manual,2011.0,Mercedes-Benz,C,1,0,0,0
128,19000,40600.0,5.0,Estate,2993.0,Automatic,2016.0,BMW,3,1,0,0,0
129,14998,13331.0,5.0,Estate,1685.0,Automatic,2016.0,Hyundai,Tucson,0,0,0,0
130,9295,40118.0,5.0,Estate,1400.0,Manual,2016.0,Vauxhall,Zafira,0,0,0,0
131,32995,8540.0,5.0,Estate,2199.0,Automatic,2019.0,Hyundai,Santa,0,1,0,0
132,10698,15271.0,5.0,Estate,1461.0,Manual,2017.0,Dacia,Duster,0,0,0,0
133,18500,12290.0,5.0,Estate,1997.0,Manual,2019.0,Ford,Kuga,0,0,0,0
134,12990,2097.0,5.0,Estate,1499.0,Automatic,2017.0,Ford,C-Max,0,1,0,0
135,22998,40412.0,5.0,Estate,2967.0,Automatic,2017.0,Volkswagen,Touareg,0,0,0,0
136,35900,2508.0,5.0,Estate,1950.0,Automatic,2019.0,Mercedes-Benz,GLC,1,1,0,0
137,17595,3449.0,5.0,Estate,1373.0,Manual,2019.0,Suzuki,Vitara,0,1,0,0
138,2595,116000.0,5.0,Estate,1753.0,Manual,2007.0,Ford,Focus,0,0,1,0
139,21995,38958.0,5.0,Estate,2143.0,Automatic,2016.0,Mercedes-Benz,GLC,1,0,0,0
140,15975,59000.0,5.0,Estate,1999.0,Manual,2016.0,Land-Rover,Discovery-Sport,1,0,0,0
141,18299,27848.0,5.0,Estate,2000.0,Manual,2018.0,Volkswagen,Tiguan,0,0,0,0
142,22998,22376.0,5.0,Estate,1969.0,Automatic,2018.0,Volvo,V90,0,0,0,0
143,15047,8330.0,5.0,Estate,1198.0,Manual,2017.0,Renault,Grand,0,1,0,0
144,18990,11476.0,5.0,Estate,1400.0,Manual,2017.0,Volkswagen,Tiguan,0,0,0,0
145,11995,30076.0,5.0,Estate,1968.0,Manual,2016.0,Skoda,Yeti,0,0,0,0
146,9998,20450.0,5.0,Estate,1197.0,Automatic,2015.0,Skoda,Yeti,0,0,0,0
147,21750,14437.0,5.0,Estate,1499.0,Manual,2019.0,Peugeot,3008,0,0,0,0
148,21500,35547.0,5.0,Estate,1984.0,Automatic,2016.0,Audi,Q3,1,0,0,0
149,18998,14944.0,5.0,Estate,1598.0,Manual,2019.0,Kia,Sportage,0,0,0,0
150,10000,9434.0,5.0,Estate,1199.0,Manual,2017.0,Peugeot,2008,0,1,0,0
151,11498,19331.0,5.0,Estate,1560.0,Manual,2017.0,Citroen,C4,0,0,0,0
152,16999,26617.0,5.0,Estate,2143.0,Automatic,2015.0,Mercedes-Benz,E,1,0,0,0
153,20285,7529.0,5.0,Estate,1500.0,Automatic,2019.0,Ford,Focus,0,1,0,0
154,13999,54650.0,5.0,Estate,1995.0,Manual,2017.0,BMW,X1,1,0,0,0
155,11000,3937.0,5.0,Estate,1500.0,Automatic,2016.0,Ford,Grand,0,1,0,0
156,14380,11737.0,5.0,Estate,998.0,Manual,2019.0,Kia,Ceed,0,0,0,0
157,1695,110000.0,5.0,Estate,1498.0,Manual,2006.0,Subaru,Impreza,0,0,1,0
158,10498,52236.0,5.0,Estate,1968.0,Manual,2016.0,Skoda,Yeti,0,0,0,0
159,18395,65734.0,5.0,Estate,2200.0,Automatic,2015.0,Land-Rover,Range,1,0,0,0
160,20499,11104.0,5.0,Estate,1968.0,Automatic,2017.0,Audi,Q2,1,0,0,0
161,8698,41599.0,5.0,Estate,1461.0,Automatic,2015.0,Renault,Grand,0,0,0,0
162,5990,92000.0,5.0,Estate,1995.0,Automatic,2012.0,BMW,X1,1,0,0,0
163,20995,33770.0,5.0,Estate,2200.0,Automatic,2015.0,Land-Rover,Discovery-Sport,1,0,0,0
164,27695,11.0,5.0,Estate,1950.0,Manual,2019.0,Mercedes-Benz,C,1,1,0,0
165,17998,47678.0,5.0,Estate,1995.0,Automatic,2016.0,BMW,X1,1,0,0,0
166,27000,9737.0,5.0,Estate,2300.0,Manual,2019.0,Ford,Focus,0,1,0,0
167,30498,7532.0,5.0,Estate,1969.0,Automatic,2019.0,Volvo,V90,0,1,0,0
168,6147,104617.0,5.0,Estate,1597.0,Manual,2014.0,Honda,Civic,0,0,1,0
169,18059,3680.0,5.0,Estate,999.0,Manual,2019.0,Volkswagen,Golf,0,1,0,0
170,23990,3702.0,5.0,Estate,1969.0,Automatic,2019.0,Volvo,V60,0,1,0,0
171,16800,1287.0,5.0,Estate,1498.0,Manual,2019.0,Seat,Leon,0,1,0,0
172,17500,42230.0,5.0,Estate,1984.0,Automatic,2016.0,Audi,A4,1,0,0,0
173,27480,7876.0,5.0,Estate,1500.0,Automatic,2019.0,Honda,CR-V,0,1,0,0
174,12050,51457.0,5.0,Estate,1197.0,Automatic,2017.0,Skoda,Yeti,0,0,0,0
175,9491,106176.0,5.0,Estate,2993.0,Automatic,2010.0,BMW,5,1,0,1,0
176,12994,89800.0,5.0,Estate,1968.0,Manual,2016.0,Audi,A6,1,0,0,0
177,20750,60000.0,5.0,Estate,2967.0,Automatic,2015.0,Audi,A6,1,0,0,0
178,6999,75759.0,5.0,Estate,2199.0,Manual,2012.0,Hyundai,Santa,0,0,0,0
179,26990,41464.0,5.0,Estate,2000.0,Automatic,2016.0,BMW,X5,1,0,0,0
180,9640,39383.0,5.0,Estate,1560.0,Manual,2016.0,Citroen,C4,0,0,0,0
181,4495,106596.0,5.0,Estate,2999.0,Automatic,2006.0,Volkswagen,Touareg,0,0,1,0
182,6512,54287.0,5.0,Estate,1560.0,Manual,2014.0,Peugeot,2008,0,0,0,0
183,19499,13995.0,5.0,Estate,1598.0,Manual,2019.0,Kia,Sportage,0,0,0,0
184,10600,24697.0,5.0,Estate,1197.0,Automatic,2016.0,Seat,Leon,0,0,0,0
185,24500,16831.0,5.0,Estate,2191.0,Automatic,2018.0,Mazda,CX-5,0,0,0,0
186,26000,4479.0,5.0,Estate,1968.0,Automatic,2019.0,Volkswagen,Passat,0,1,0,0
187,19465,35599.0,5.0,Estate,1991.0,Manual,2017.0,Mercedes-Benz,C,1,0,0,0
188,10299,55097.0,5.0,Estate,1598.0,Automatic,2017.0,Skoda,Octavia,0,0,0,0
189,4985,59000.0,5.0,Estate,1595.0,Manual,2011.0,Skoda,Octavia,0,0,0,0
190,9495,67000.0,5.0,Estate,1995.0,Automatic,2013.0,BMW,3,1,0,0,0
191,20990,1288.0,5.0,Estate,1968.0,Manual,2020.0,Seat,Leon,0,1,0,0
192,11199,42727.0,5.0,Estate,1968.0,Manual,2017.0,Volkswagen,Golf,0,0,0,0
193,11995,23968.0,5.0,Estate,999.0,Manual,2017.0,Skoda,Fabia,0,0,0,0
194,19634,3900.0,5.0,Estate,1498.0,Manual,2019.0,Ford,Focus,0,1,0,0
195,50990,6000.0,5.0,Estate,3000.0,Automatic,2019.0,BMW,X5,1,1,0,0
196,19999,24269.0,5.0,Estate,1999.0,Manual,2016.0,Land-Rover,Range,1,0,0,0
197,3299,80085.0,5.0,Estate,1149.0,Manual,2010.0,Renault,Clio,0,0,0,0
198,36750,15508.0,5.0,Estate,2993.0,Automatic,2019.0,BMW,X4,1,0,0,0
199,10495,46459.0,5.0,Estate,1685.0,Manual,2017.0,Kia,Optima,0,0,0,0
200,12990,7536.0,5.0,Estate,1200.0,Manual,2018.0,Peugeot,2008,0,1,0,0
201,45444,16000.0,4.0,Estate,3000.0,Automatic,2017.0,Land-Rover,Range,1,0,0,0
202,2999,98865.0,5.0,Estate,1598.0,Automatic,2007.0,Vauxhall,Astra,0,0,0,0
203,31998,4.0,5.0,Estate,1598.0,Automatic,2020.0,Peugeot,508,0,1,0,0
204,3695,80000.0,5.0,Estate,1598.0,Manual,2011.0,Seat,Ibiza,0,0,0,0
205,16990,39193.0,5.0,Estate,1968.0,Manual,2016.0,Audi,A4,1,0,0,0
206,27500,18773.0,5.0,Estate,3200.0,Automatic,2016.0,Mitsubishi,Shogun,0,0,0,0
207,9344,32223.0,5.0,Estate,1200.0,Manual,2018.0,Peugeot,2008,0,0,0,0
208,6295,95955.0,5.0,Estate,1984.0,Automatic,2012.0,Volvo,V60,0,0,0,0
209,37500,26000.0,5.0,Estate,2993.0,Automatic,2016.0,Land-Rover,Range-Rover-Sport,1,0,0,0
210,12698,67188.0,5.0,Estate,1995.0,Manual,2017.0,Kia,Sportage,0,0,0,0
211,20000,9810.0,5.0,Estate,2400.0,Automatic,2015.0,Volvo,XC60,0,1,0,0
212,27000,9626.0,5.0,Estate,2000.0,Automatic,2019.0,Volkswagen,Tiguan,0,1,0,0
213,32721,11472.0,5.0,Estate,2000.0,Automatic,2018.0,Jaguar,F-Pace,1,0,0,0
214,20499,14300.0,5.0,Estate,2000.0,Manual,2019.0,Ford,Kuga,0,0,0,0
215,29998,30.0,5.0,Estate,1969.0,Automatic,2020.0,Volvo,V90,0,1,0,0
216,25999,2333.0,5.0,Estate,1700.0,Automatic,2019.0,Nissan,X-Trail,0,1,0,0
217,1500,136000.0,5.0,Estate,2401.0,Automatic,2007.0,Volvo,V50,0,0,1,0
218,31000,4444.0,5.0,Estate,1993.0,Automatic,2019.0,Honda,CR-V,0,1,0,0
219,12750,84000.0,5.0,Estate,2993.0,Automatic,2009.0,Land-Rover,Range-Rover-Sport,1,0,0,0
220,16698,25211.0,5.0,Estate,1968.0,Manual,2018.0,Volkswagen,Tiguan,0,0,0,0
221,20998,20640.0,5.0,Estate,2143.0,Automatic,2016.0,Mercedes-Benz,C,1,0,0,0
222,17220,13171.0,5.0,Estate,1000.0,Automatic,2019.0,Ford,Focus,0,0,0,0
223,26990,18772.0,5.0,Estate,1999.0,Automatic,2017.0,Land-Rover,Range,1,0,0,0
224,13498,4305.0,5.0,Estate,1598.0,Manual,2019.0,Kia,Ceed,0,1,0,0
225,25990,18000.0,5.0,Estate,1968.0,Automatic,2019.0,Audi,A6,1,0,0,0
226,16850,2223.0,5.0,Estate,1498.0,Automatic,2018.0,Volkswagen,Golf,0,1,0,0
227,13498,24991.0,5.0,Estate,1560.0,Manual,2018.0,Citroen,C4,0,0,0,0
228,13500,40917.0,5.0,Estate,2000.0,Manual,2017.0,Ford,Kuga,0,0,0,0
229,21790,50000.0,5.0,Estate,2967.0,Automatic,2014.0,Audi,Q5,1,0,0,0
230,9750,37936.0,5.0,Estate,1560.0,Manual,2017.0,Peugeot,2008,0,0,0,0
231,9495,49800.0,5.0,Estate,1968.0,Manual,2013.0,Volkswagen,Golf,0,0,0,0
232,17500,30646.0,5.0,Estate,2000.0,Manual,2018.0,Ford,Kuga,0,0,0,0
233,13999,52301.0,5.0,Estate,2143.0,Manual,2016.0,Mercedes-Benz,GLA,1,0,0,0
234,9300,16786.0,5.0,Estate,1199.0,Manual,2016.0,Peugeot,2008,0,0,0,0
235,15950,68000.0,5.0,Estate,1968.0,Automatic,2015.0,Audi,Q3,1,0,0,0
236,19995,15983.0,5.0,Estate,1997.0,Manual,2019.0,Ford,Kuga,0,0,0,0
237,19499,7190.0,5.0,Estate,2000.0,Manual,2019.0,Ford,Kuga,0,1,0,0
238,16827,8215.0,5.0,Estate,1560.0,Manual,2018.0,Peugeot,3008,0,1,0,0
239,33495,47000.0,5.0,Estate,2993.0,Automatic,2014.0,Land-Rover,Range-Rover-Sport,1,0,0,0
240,60998,5.0,5.0,Estate,1969.0,Automatic,2020.0,Volvo,XC90,0,1,0,0
241,20952,3094.0,5.0,Estate,1500.0,Manual,2019.0,Seat,Ateca,0,1,0,0
242,11589,61847.0,5.0,Estate,2179.0,Automatic,2013.0,Jaguar,XF,1,0,0,0
243,22280,52230.0,5.0,Estate,2000.0,Automatic,2015.0,Land-Rover,Discovery-Sport,1,0,0,0
244,13980,62954.0,5.0,Estate,1798.0,Automatic,2018.0,Toyota,Auris,0,0,0,0
245,19700,8938.0,5.0,Estate,1999.0,Manual,2017.0,Ford,Focus,0,1,0,0
246,16498,36432.0,5.0,Estate,1597.0,Automatic,2016.0,Honda,CR-V,0,0,0,0
247,29950,250.0,5.0,Estate,2000.0,Automatic,2019.0,Volvo,V90,0,1,0,0
248,9500,90460.0,5.0,Estate,1968.0,Manual,2015.0,Volkswagen,Passat,0,0,0,0
249,15804,30738.0,5.0,Estate,1968.0,Automatic,2016.0,Skoda,Octavia,0,0,0,0
250,3295,83000.0,5.0,Estate,1991.0,Automatic,2008.0,Chevrolet,Captiva,0,0,0,0
251,18998,21130.0,5.0,Estate,1500.0,Manual,2018.0,Peugeot,3008,0,0,0,0
252,27999,28037.0,5.0,Estate,3000.0,Automatic,2017.0,Jaguar,F-Pace,1,0,0,0
253,31480,8352.0,5.0,Estate,2000.0,Automatic,2019.0,Volkswagen,Tiguan,0,1,0,0
254,21750,15754.0,5.0,Estate,2200.0,Automatic,2018.0,Mazda,CX-5,0,0,0,0
255,24480,23800.0,5.0,Estate,2000.0,Automatic,2016.0,Land-Rover,Discovery-Sport,1,0,0,0
256,19995,30267.0,5.0,Estate,1991.0,Manual,2015.0,Mercedes-Benz,CLA,1,0,0,0
257,15798,18752.0,5.0,Estate,1968.0,Manual,2016.0,Audi,A4,1,0,0,0
258,3895,47579.0,5.0,Estate,1587.0,Manual,2009.0,Citroen,Xsara,0,0,0,0
259,17498,33589.0,5.0,Estate,1995.0,Automatic,2017.0,Kia,Sportage,0,0,0,0
260,6490,129000.0,5.0,Estate,2720.0,Automatic,2006.0,Land-Rover,Discovery,1,0,1,0
261,15499,15800.0,5.0,Estate,1600.0,Automatic,2017.0,Kia,Niro,0,0,0,0
262,12749,27409.0,5.0,Estate,1968.0,Manual,2015.0,Audi,A4,1,0,0,0
263,21750,8521.0,5.0,Estate,1598.0,Manual,2018.0,Hyundai,Tucson,0,1,0,0
264,5998,63768.0,5.0,Estate,1560.0,Manual,2014.0,Peugeot,3008,0,0,0,0
265,16795,30001.0,5.0,Estate,1968.0,Manual,2016.0,Volkswagen,Tiguan,0,0,0,0
266,24400,10582.0,5.0,Estate,2000.0,Automatic,2018.0,Mercedes-Benz,E,1,0,0,0
267,10500,24468.0,5.0,Estate,1399.0,Automatic,2017.0,Vauxhall,Astra,0,0,0,0
268,9000,80700.0,5.0,Estate,1499.0,Manual,2016.0,Ford,Mondeo,0,0,0,0
269,21000,14329.0,5.0,Estate,1500.0,Manual,2019.0,Honda,CR-V,0,0,0,0
270,20998,1089.0,5.0,Estate,1998.0,Manual,2019.0,Mini,Hatch,0,1,0,0
271,19291,26835.0,5.0,Estate,1999.0,Automatic,2016.0,Ford,S-Max,0,0,0,0
272,48990,21260.0,5.0,Estate,4000.0,Automatic,2017.0,Audi,Q7,1,0,0,0
273,26999,100.0,5.0,Estate,1497.0,Automatic,2020.0,Ssangyong,Korando,0,1,0,0
274,12980,17847.0,5.0,Estate,1200.0,Automatic,2017.0,Skoda,Yeti,0,0,0,0
275,15999,4000.0,5.0,Estate,999.0,Manual,2019.0,Ford,Focus,0,1,0,0
276,3795,92000.0,5.0,Estate,2987.0,Automatic,2006.0,Mercedes-Benz,R,1,0,0,0
