,price,mileage,door/body,eng/tran,year/make/model
223,"£26,495","<span> 30,176 miles</span>", 4 Door Saloon,6208cc Automatic ,2013 Mercedes-Benz C Class
224,"£1,995","<span> 96,000 miles</span>", 4 Door Saloon,1999cc Manual ,2006 Mazda 3
225,"£36,670","<span> 12,520 miles</span>", Saloon,1950cc Manual ,2019 Mercedes-Benz E Class
226,"£6,500","<span> 119,092 miles</span>", 4 Door Saloon,2179cc Automatic ,2012 Jaguar XF
227,"£39,580","<span> 4,557 miles</span>", 4 Door Saloon,2487cc Automatic ,2020 Lexus LS
228,"£36,950","<span> 5,000 miles</span>", 4 Door Saloon,1968cc Automatic ,2020 Audi A4
229,"£27,888","<span> 1,945 miles</span>", 4 Door Saloon,Automatic ,2020 Audi A4
230,"£44,980","<span> 8,333 miles</span>", 4 Door Saloon,2925cc Manual ,2019 Mercedes-Benz S Class
231,"£19,798","<span> 14,017 miles</span>", 4 Door Saloon,2000cc Automatic ,2019 Mercedes-Benz C Class
232,"£16,799","<span> 36,522 miles</span>", 4 Door Saloon,Automatic ,2017 Alfa Romeo Giulia
233,"£7,000","<span> 67,000 miles</span>", 4 Door Saloon,2143cc Automatic ,2011 Mercedes-Benz E Class
234,"£13,999","<span> 52,713 miles</span>", 4 Door Saloon,1995cc Manual ,2016 BMW 3 Series
235,"£16,990","<span> 32,475 miles</span>", 4 Door Saloon,2143cc Automatic ,2014 Mercedes-Benz C Class
236,"£25,900","<span> 14,090 miles</span>", 4 Door Saloon,2143cc Automatic ,2019 Mercedes-Benz CLA Class
237,"£18,799","<span> 15,705 miles</span>", 4 Door Saloon,Automatic ,2016 Lexus IS
238,"£20,391","<span> 9,000 miles</span>", 4 Door Saloon,1995cc Automatic ,2018 BMW 3 Series
239,"£24,590","<span> 12,558 miles</span>", 4 Door Saloon,2000cc Automatic ,2019 Mercedes-Benz E Class
240,"£19,400","<span> 9,618 miles</span>", 4 Door Saloon,2143cc Automatic ,2018 Mercedes-Benz C Class
241,"£5,991","<span> 124,000 miles</span>", 4 Door Saloon,2993cc Automatic ,2010 Jaguar XF
242,"£14,790","<span> 46,000 miles</span>", 4 Door Saloon,2143cc Automatic ,2015 Mercedes-Benz E Class
243,"£11,999","<span> 41,189 miles</span>", 4 Door Saloon,1999cc Manual ,2016 Jaguar XE
244,"£16,000","<span> 22,324 miles</span>", 4 Door Saloon,1600cc Manual ,2017 Mercedes-Benz C Class
245,"£11,749","<span> 11,910 miles</span>", 4 Door Saloon,1998cc Manual ,2016 Mazda 6
246,"£5,995","<span> 73,000 miles</span>", 4 Door Saloon,1968cc Manual ,2008 Audi A4
247,"£22,999","<span> 15,250 miles</span>", 4 Door Saloon,1950cc Automatic ,2018 Mercedes-Benz E Class
